Year,City,Mascote,Tipo
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1900,Paris,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
1904,St Louis,,
