NOME;PAIS_ORIGEM;GENERO;PREPARADOR FISICO;TECNICO;;;;;;;
DE GARMENDIA, Basil Spalding;ZZX;Men;;;;;;;;;
DECUGIS, Max;ZZX;Men;;;;;;;;;
WARDEN, Archibald A.;ZZX;Men;;;;;;;;;
JONES, Marion;ZZX;Women;;;;;;;;;
ROSENBAUM, Hedwig;ZZX;Women;;;;;;;;;
COOPER, Charlotte;GBR;Women;;;;;;;;;
PREVOST, H??l??ne;ZZX;Women;;;;;;;;;
AABYE, Edgar;ZZX;Men;;;;;;;;;
NILSSON, August;ZZX;Men;;;;;;;;;
SCHMIDT, Eugen;ZZX;Men;;;;;;;;;
SÖDERSTRÖM, Gustaf;ZZX;Men;;;;;;;;;
STAAF, Karl Gustav;ZZX;Men;;;;;;;;;
WINCKLER, Charles;ZZX;Men;;;;;;;;;
BASSET, Pierre;FRA;Men;;;;;;;;;
ROFFO, Joseph;FRA;Men;;;;;;;;;
BRAUNSCHWEIGER, Alfred;GER;Men;;;;;;;;;
KEHOE, Frank;USA;Men;;;;;;;;;
SHELDON, George;USA;Men;;;;;;;;;
HOFFMANN, Georg;GER;Men;;;;;;;;;
GOODWIN, Leo Budd;USA;Men;;;;;;;;;
DICKEY, William Paul;USA;Men;;;;;;;;;
ADAMS, Edgar H.;USA;Men;;;;;;;;;
ZACHARIAS, Georg;GER;Men;;;;;;;;;
BRACK, Walter;GER;Men;;;;;;;;;
LEARY, J. Scott;USA;Men;;;;;;;;;
DANIELS, Charles;USA;Men;;;;;;;;;
GAILEY, Francis;USA;Men;;;;;;;;;
RAUSCH, Emil;GER;Men;;;;;;;;;
KISS, Geza;HUN;Men;;;;;;;;;
HANDY, Hehry Jamison;USA;Men;;;;;;;;;
EVANS, Gwynne;USA;Men;;;;;;;;;
ORTHWEIN, William Robert;USA;Men;;;;;;;;;
REYBURN, Amadee;USA;Men;;;;;;;;;
SCHWARTZ, Marquard;USA;Men;;;;;;;;;
HANDLEY, Louis De Breda;USA;Men;;;;;;;;;
RUDDY, Joseph A.;USA;Men;;;;;;;;;
GOETZ, Hugo;USA;Men;;;;;;;;;
HAMMOND, David;USA;Men;;;;;;;;;
THORNE, Raymond;USA;Men;;;;;;;;;
TUTTLE, William;USA;Men;;;;;;;;;
THOMPSON, William Henry;USA;Men;;;;;;;;;
BRYANT, George Philipp;USA;Men;;;;;;;;;
WILLIAMS, Robert;USA;Men;;;;;;;;;
POLLOCK, Jessie;USA;Women;;;;;;;;;
HOWELL, Matilda Scott;USA;Women;;;;;;;;;
COOKE, Emma C.;USA;Women;;;;;;;;;
BRYANT, Wallace;USA;Men;;;;;;;;;
DALLIN, Cyrus Edwin;USA;Men;;;;;;;;;
RICHARDSON, Henry Barber;USA;Men;;;;;;;;;
MAXSON, Louis W.;USA;Men;;;;;;;;;
SPENCER, Galen Carter;USA;Men;;;;;;;;;
CLARK, William A.;USA;Men;;;;;;;;;
DUVALL, Samuel Harding;USA;Men;;;;;;;;;
HUBBARD, Charles R.;USA;Men;;;;;;;;;
WOODRUFF, Charles S.;USA;Men;;;;;;;;;
TAYLOR, Louise;USA;Women;;;;;;;;;
WOODRUFF, Laura;USA;Women;;;;;;;;;
TAYLOR, Mabel;USA;Women;;;;;;;;;
HOGENSON, William;USA;Men;;;;;;;;;
HAHN, Archie;USA;Men;;;;;;;;;
CARTMELL, John Nathaniel;USA;Men;;;;;;;;;
ASHBURNER, Lesley;USA;Men;;;;;;;;;
SCHULE, Frederick;USA;Men;;;;;;;;;
SHIDELER, Thaddeus;USA;Men;;;;;;;;;
HEARN, Lacey;USA;Men;;;;;;;;;
LIGHTBODY, James;USA;Men;;;;;;;;;
VERNER, William Frank;USA;Men;;;;;;;;;
POAGE, George;USA;Men;;;;;;;;;
HILLMAN, Harry;USA;Men;;;;;;;;;
CASTLEMAN, Frank;USA;Men;;;;;;;;;
NEWTON, Arthur;USA;Men;;;;;;;;;
DALY, John;GBR;Men;;;;;;;;;
GROMAN, Herman;USA;Men;;;;;;;;;
WALLER, Frank;USA;Men;;;;;;;;;
MUNSON, David Curtis;USA;Men;;;;;;;;;
PILGRIM, Paul Harry;USA;Men;;;;;;;;;
UNDERWOOD, George;USA;Men;;;;;;;;;
VALENTINE, Howard;USA;Men;;;;;;;;;
CORAY, Albert;ZZX;Men;;;;;;;;;
HATCH, Sidney;ZZX;Men;;;;;;;;;
MITCHELL, James;USA;Men;;;;;;;;;
DESMARTEAU, Etienne;CAN;Men;;;;;;;;;
MOULTON, Fay;USA;Men;;;;;;;;;
BREITKREUTZ, Emil;USA;Men;;;;;;;;;
KIELY, Thomas Francis;GBR;Men;;;;;;;;;
GUNN, Adam;USA;Men;;;;;;;;;
GEORGANDAS, Nicolaos;GRE;Men;;;;;;;;;
SHERIDAN, Martin;USA;Men;;;;;;;;;
ROSE, Ralph;USA;Men;;;;;;;;;
DEWITT, John;USA;Men;;;;;;;;;
WEINSTEIN, Paul;GER;Men;;;;;;;;;
JONES, Samuel;USA;Men;;;;;;;;;
SERVISS, Garrett;USA;Men;;;;;;;;;
ROBERTSON, Lawson N.;USA;Men;;;;;;;;;
STADLER, Joseph F.;USA;Men;;;;;;;;;
STANGLAND, Robert;USA;Men;;;;;;;;;
FRANK, Daniel;USA;Men;;;;;;;;;
BILLER, John;USA;Men;;;;;;;;;
KING, Charles;USA;Men;;;;;;;;;
HICKS, Thomas;USA;Men;;;;;;;;;
WILKINS, Louis;USA;Men;;;;;;;;;
DVORAK, Charles;USA;Men;;;;;;;;;
SAMSE, Leroy;USA;Men;;;;;;;;;
FEUERBACH, Lawrence E. Joseph;USA;Men;;;;;;;;;
COE, William Wesley;USA;Men;;;;;;;;;
MERZ, William;USA;Men;;;;;;;;;
EMMERICH, Max;USA;Men;;;;;;;;;
GRIEB, John;USA;Men;;;;;;;;;
ENGLEHARDT, Frederick;USA;Men;;;;;;;;;
FINNEGAN, George;USA;Men;;;;;;;;;
BURKE, Miles;USA;Men;;;;;;;;;
MICHAELS, William;USA;Men;;;;;;;;;
BERGER, Samuel;USA;Men;;;;;;;;;
MAYER, Charles;USA;Men;;;;;;;;;
KIRK, Oliver L.;USA;Men;;;;;;;;;
GILMORE, Frederick;USA;Men;;;;;;;;;
HALLER, Frank;USA;Men;;;;;;;;;
VAN HORN, Russell;USA;Men;;;;;;;;;
SPANGER, Harry J.;USA;Men;;;;;;;;;
EAGAN, James Jack;USA;Men;;;;;;;;;
LYDON, Joseph;USA;Men;;;;;;;;;
YOUNG, Albert;USA;Men;;;;;;;;;
SPRADLEY, Benjamin;USA;Men;;;;;;;;;
BILLINGTON, Edward;USA;Men;;;;;;;;;
HURLEY, Marcus;USA;Men;;;;;;;;;
DOWNING, Burton;USA;Men;;;;;;;;;
GOERKE, Oscar;USA;Men;;;;;;;;;
WILEY, George;USA;Men;;;;;;;;;
ANDREWS, Arthur F.;USA;Men;;;;;;;;;
SCHLEE, Charles;USA;Men;;;;;;;;;
VAN ZO POST, Albertson;CUB;Men;;;;;;;;;
TATHAM, Charles;CUB;Men;;;;;;;;;
DIAZ, Manuel;ZZX;Men;;;;;;;;;
FOX, Arthur;USA;Men;;;;;;;;;
TOWNSEND, Charles Fitzhugh;USA;Men;;;;;;;;;
GREBE, William;USA;Men;;;;;;;;;
O'CONNOR, William Scott;USA;Men;;;;;;;;;
BRADY, Joseph J.;USA;Men;;;;;;;;;
COOKE, George Edwin;USA;Men;;;;;;;;;
COOKE, Thomas J.;USA;Men;;;;;;;;;
COSTGROVE, Cormic F.;USA;Men;;;;;;;;;
DIERKES;USA;Men;;;;;;;;;
DOOLING, Martin T.;USA;Men;;;;;;;;;
FROST, Frank;USA;Men;;;;;;;;;
JAMESON, Claude Stanley;USA;Men;;;;;;;;;
JAMESON, Henry Wood;USA;Men;;;;;;;;;
JOHNSON, -;USA;Men;;;;;;;;;
O'CONNELL;USA;Men;;;;;;;;;
TATE, Harry;USA;Men;;;;;;;;;
BARTLIFF, Charles Albert;USA;Men;;;;;;;;;
BRITTINGHAM, Warren G.;USA;Men;;;;;;;;;
BROCKMEYER, Oscar B.;USA;Men;;;;;;;;;
CUDMORE, Alexander;USA;Men;;;;;;;;;
DUCKER, George;CAN;Men;;;;;;;;;
FRASER, John Alexander;CAN;Men;;;;;;;;;
GOURLEY, John;CAN;Men;;;;;;;;;
HALL, Alexander;CAN;Men;;;;;;;;;
JANUARY, Charles James;USA;Men;;;;;;;;;
JANUARY, John Hartnett;USA;Men;;;;;;;;;
JANUARY, Thomas Thurston;USA;Men;;;;;;;;;
JOHNSON, Albert;CAN;Men;;;;;;;;;
LANE, Robert;CAN;Men;;;;;;;;;
LAWLER, Raymond E.;USA;Men;;;;;;;;;
LINTON, Ernest;CAN;Men;;;;;;;;;
MACDONALD, Gordon;CAN;Men;;;;;;;;;
MENGES, Louis John;USA;Men;;;;;;;;;
RATICAN, Peter Joseph;USA;Men;;;;;;;;;
STEEP, Frederick;CAN;Men;;;;;;;;;
TAYLOR, Thomas;CAN;Men;;;;;;;;;
TWAITS, William;CAN;Men;;;;;;;;;
MCKINNIE, Burt P.;USA;Men;;;;;;;;;
NEWTON, Francis Clement;USA;Men;;;;;;;;;
LYON, George Seymour;CAN;Men;;;;;;;;;
EGAN, Henri Chandler;USA;Men;;;;;;;;;
CUMMINS, Edward M.;USA;Men;;;;;;;;;
EDWARDS, Kenneth Paine;USA;Men;;;;;;;;;
EGAN, Walter Eugene;USA;Men;;;;;;;;;
HUNTER, Robert Edward;USA;Men;;;;;;;;;
MOORE, Nathaniel Fish;USA;Men;;;;;;;;;
PHELPS, Mason Elliot;USA;Men;;;;;;;;;
SAWYER, Danieledward;USA;Men;;;;;;;;;
SMOOT, Clement E.;USA;Men;;;;;;;;;
WOOD, Warren K.;USA;Men;;;;;;;;;
CADY, John Deere;USA;Men;;;;;;;;;
LAMBERT, Albert Bond;USA;Men;;;;;;;;;
MAXWELL, John R.;USA;Men;;;;;;;;;
MCKITTRICK, Ralph;USA;Men;;;;;;;;;
POTTER, Henry;USA;Men;;;;;;;;;
SEMPLE, Frederick;USA;Men;;;;;;;;;
STICKNEY, Arthur William;USA;Men;;;;;;;;;
STICKNEY, Stuart Grosvenor;USA;Men;;;;;;;;;
WILSON, Ralph;USA;Men;;;;;;;;;
HENNIG, Edward;USA;Men;;;;;;;;;
VOIGT, Emil;USA;Men;;;;;;;;;
WEBER, Wilhelm;GER;Men;;;;;;;;;
SPINNLER, Adolf;SUI;Men;;;;;;;;;
LENHART, Julius;USA;Men;;;;;;;;;
HEIDA, Anton;USA;Men;;;;;;;;;
EYSER, George;USA;Men;;;;;;;;;
DUHA, John;USA;Men;;;;;;;;;
GLASS, Hermann;USA;Men;;;;;;;;;
KRAUSE, Charles;USA;Men;;;;;;;;;
MAYACK, Robert;USA;Men;;;;;;;;;
MEYER, George;USA;Men;;;;;;;;;
SCHUSTER, Philipp;USA;Men;;;;;;;;;
SIEGLER, Edward;USA;Men;;;;;;;;;
HESS, Max;USA;Men;;;;;;;;;
KASSEL, Philipp;USA;Men;;;;;;;;;
RECKEWEG, Ernst;USA;Men;;;;;;;;;
BEYER, Emil;USA;Men;;;;;;;;;
BISSINGER, John;USA;Men;;;;;;;;;
ROSENKAMPF, Arthur;USA;Men;;;;;;;;;
SCHMITZ, Julian;USA;Men;;;;;;;;;
STEFFEN, Otto;USA;Men;;;;;;;;;
WOLF, Max;USA;Men;;;;;;;;;
BLANCHARD, Elie;CAN;Men;;;;;;;;;
BRENNAUGH, W.;CAN;Men;;;;;;;;;
BRETZ, George;CAN;Men;;;;;;;;;
BURNS, William Laurie;CAN;Men;;;;;;;;;
CATTANACH, George;CAN;Men;;;;;;;;;
CLOUTIER, George;CAN;Men;;;;;;;;;
COWAN, Sandy;CAN;Men;;;;;;;;;
FLETT, Jack;CAN;Men;;;;;;;;;
JAMIESON, Benjamin;CAN;Men;;;;;;;;;
LAIDLAW, Hilliard;CAN;Men;;;;;;;;;
LYLE, H.;CAN;Men;;;;;;;;;
ORRIS, William F.L.;CAN;Men;;;;;;;;;
PENTLAND, L.H.;CAN;Men;;;;;;;;;
CROGAN, Patrick;USA;Men;;;;;;;;;
DOWLING, J.W.;USA;Men;;;;;;;;;
GIBSON;USA;Men;;;;;;;;;
HESS;USA;Men;;;;;;;;;
LEHMAN;USA;Men;;;;;;;;;
MURPHY;USA;Men;;;;;;;;;
PARTRIDGE;USA;Men;;;;;;;;;
PASSMORE, George;USA;Men;;;;;;;;;
SULLIVAN;USA;Men;;;;;;;;;
VENN, A.H.;USA;Men;;;;;;;;;
WOODS;USA;Men;;;;;;;;;
YOUNG;USA;Men;;;;;;;;;
BROWN, Charles;USA;Men;;;;;;;;;
JACOBUS, Charles;USA;Men;;;;;;;;;
STREETER, Smith O.;USA;Men;;;;;;;;;
BUERGER, Joseph;USA;Men;;;;;;;;;
JOACHIM, John;USA;Men;;;;;;;;;
FARNAM, Robert;USA;Men;;;;;;;;;
RYAN, Joseph;USA;Men;;;;;;;;;
MULCAHY, John J.F.;USA;Men;;;;;;;;;
VARLEY, William;USA;Men;;;;;;;;;
RAVANACK, Joseph;USA;Men;;;;;;;;;
WELLS, John;USA;Men;;;;;;;;;
HOBEN, John Grey;USA;Men;;;;;;;;;
MCLOUGHLIN, James;USA;Men;;;;;;;;;
ARMSTRONG, Charles E.;USA;Men;;;;;;;;;
CRESSER, Frederick;USA;Men;;;;;;;;;
DEMPSEY, Joseph F.;USA;Men;;;;;;;;;
FLANIGAN, James;USA;Men;;;;;;;;;
GLEASON, Michael D.;USA;Men;;;;;;;;;
LOTT, Harry Hunter;USA;Men;;;;;;;;;
SCHELL, Frank Reaner;USA;Men;;;;;;;;;
BAILEY, Arthur B.;CAN;Men;;;;;;;;;
BOYD, Philip Ewing;CAN;Men;;;;;;;;;
LOUDON, Thomas Richardson;CAN;Men;;;;;;;;;
MACKENZIE, Donald;CAN;Men;;;;;;;;;
REIFFENSTEIN, George Patrick;CAN;Men;;;;;;;;;
RICE, William;CAN;Men;;;;;;;;;
STRANGE, George  M.;CAN;Men;;;;;;;;;
WADSWORTH, William;CAN;Men;;;;;;;;;
WRIGHT, Joseph George;CAN;Men;;;;;;;;;
DUNIMERTH, Frank;USA;Men;;;;;;;;;
FREITAG, John;USA;Men;;;;;;;;;
HELM, Louis G.;USA;Men;;;;;;;;;
VOERG, Gustav;USA;Men;;;;;;;;;
DIETZ, George;USA;Men;;;;;;;;;
ERKER, August;USA;Men;;;;;;;;;
NASSE, Albert;USA;Men;;;;;;;;;
STOCKHOFF, Arthur;USA;Men;;;;;;;;;
AMAN, Charles;USA;Men;;;;;;;;;
BEGLEY, Michael;USA;Men;;;;;;;;;
FROMANACK, Martin;USA;Men;;;;;;;;;
SUERIG, Frederick;USA;Men;;;;;;;;;
TITUS, Constance;USA;Men;;;;;;;;;
GREER, Frank;USA;Men;;;;;;;;;
GAMBLE, Clarence Olivier;USA;Men;;;;;;;;;
WEAR, Arthur Yancey;USA;Men;;;;;;;;;
WEAR, Joseph Walker;USA;Men;;;;;;;;;
WEST, Allen Tarwater;USA;Men;;;;;;;;;
LEONARD, Edgar Welch;USA;Men;;;;;;;;;
WRIGHT, Beals Coleman;USA;Men;;;;;;;;;
BELL, Alphonzo Edward;USA;Men;;;;;;;;;
LEROY, Robert;USA;Men;;;;;;;;;
FRIDE, H.;USA;Men;;;;;;;;;
HABERCORN, Charles;USA;Men;;;;;;;;;
JACOBS, H.;USA;Men;;;;;;;;;
KUNGLER, Frank;USA;Men;;;;;;;;;
THEAS, Charles;USA;Men;;;;;;;;;
FLANAGAN, Patrick;USA;Men;;;;;;;;;
JOHNSON, Sydney B.;USA;Men;;;;;;;;;
MAGNUSSEN, Conrad;USA;Men;;;;;;;;;
OLSON, Oscar G.;USA;Men;;;;;;;;;
SICLING, H.;USA;Men;;;;;;;;;
BRAUN, Max;USA;Men;;;;;;;;;
RODENBERGER, August;USA;Men;;;;;;;;;
ROSE, Charles;USA;Men;;;;;;;;;
SEILING, William;USA;Men;;;;;;;;;
UPSHAW, Orrin Thomas;USA;Men;;;;;;;;;
OSTHOFF, Oscar Paul;USA;Men;;;;;;;;;
WINTERS, Frederick;USA;Men;;;;;;;;;
KAKOUSIS, Perikles;GRE;Men;;;;;;;;;
THIEFENTHALER, Gustav;USA;Men;;;;;;;;;
CURRY, Robert;USA;Men;;;;;;;;;
HEIN, John;USA;Men;;;;;;;;;
WARMBOLD, Frederick Charles;USA;Men;;;;;;;;;
HANSEN, Bernhuff;USA;Men;;;;;;;;;
NELSON, William;USA;Men;;;;;;;;;
MEHNERT, George Nicholas;USA;Men;;;;;;;;;
BAUER, Gustav;USA;Men;;;;;;;;;
STREBLER, Zenon B.;USA;Men;;;;;;;;;
NIFLOT, Isidor;USA;Men;;;;;;;;;
WESTER, August;USA;Men;;;;;;;;;
CLAPPER, Charles E.;USA;Men;;;;;;;;;
BRADSHAW, Benjamin Joseph;USA;Men;;;;;;;;;
MCLEAR, Theodore;USA;Men;;;;;;;;;
ZIRKEL, Albert;USA;Men;;;;;;;;;
ROEHM, Otto F.;USA;Men;;;;;;;;;
TESING, Rudolph;USA;Men;;;;;;;;;
WINHOLTZ, Jerry;USA;Men;;;;;;;;;
ERICKSEN, Charles;USA;Men;;;;;;;;;
BECKMANN, William;USA;Men;;;;;;;;;
SPANGBERG, Arvid;SWE;Men;;;;;;;;;
JOHANSSON, Hjalmar;SWE;Men;;;;;;;;;
MALMSTRÖM, Karl;SWE;Men;;;;;;;;;
GAIDZIK, George William;USA;Men;;;;;;;;;
WALZ, Gottlob;GER;Men;;;;;;;;;
ZÜRNER, Albert;GER;Men;;;;;;;;;
BEHRENS, Kurt;GER;Men;;;;;;;;;
HARESNAPE, Herbert Nickall;GBR;Men;;;;;;;;;
BIEBERSTEIN, Arno;GER;Men;;;;;;;;;
DAM, Hans Peter Ludwig;DEN;Men;;;;;;;;;
JULIN, Harald S.A.;SWE;Men;;;;;;;;;
BEAUREPAIRE, Frank E.;ANZ;Men;;;;;;;;;
TAYLOR, Henry;GBR;Men;;;;;;;;;
BATTERSBY, Thomas Sidney;GBR;Men;;;;;;;;;
HANSSON, Pontus;SWE;Men;;;;;;;;;
HOLMAN, Frederick;GBR;Men;;;;;;;;;
ROBINSON, William Walter;GBR;Men;;;;;;;;;
SCHEFF, Otto;AUT;Men;;;;;;;;;
HEBNER, Harry J.;USA;Men;;;;;;;;;
RICH, Leslie George;USA;Men;;;;;;;;;
FOSTER, William;GBR;Men;;;;;;;;;
RADMILOVIC, Paul;GBR;Men;;;;;;;;;
LAS TORRES, B??la;HUN;Men;;;;;;;;;
MUNK, Jozsef;HUN;Men;;;;;;;;;
ZACHAR, Imre;HUN;Men;;;;;;;;;
CORNET, George Thomson;GBR;Men;;;;;;;;;
FORSYTH, Charles Eric;GBR;Men;;;;;;;;;
NEVINSON, George Wilfrid;GBR;Men;;;;;;;;;
SMITH, Charles Sydney;GBR;Men;;;;;;;;;
THOULD, Thomas Henry;GBR;Men;;;;;;;;;
BOIN, Victor;BEL;Men;;;;;;;;;
DONNERS, Hermann;BEL;Men;;;;;;;;;
MEYBOOM, Herman;BEL;Men;;;;;;;;;
PLETINCX, Joseph;BEL;Men;;;;;;;;;
CABARET, Gustave;FRA;Men;;;;;;;;;
GRISOT, EugÃ¨ne G.;FRA;Men;;;;;;;;;
VERNET, Louis;FRA;Men;;;;;;;;;
HILL-LOWE, Beatrice Geraldine;GBR;Women;;;;;;;;;
NEWALL, Sybil Fenton Quenni;GBR;Women;;;;;;;;;
DOD, Charlotte;GBR;Women;;;;;;;;;
DOD, William;GBR;Men;;;;;;;;;
BROOKS-KING, Reginald B.;GBR;Men;;;;;;;;;
KERR, Robert;CAN;Men;;;;;;;;;
WALKER, Reginald;RSA;Men;;;;;;;;;
RECTOR, James;USA;Men;;;;;;;;;
SPENCER, Edward Adams;GBR;Men;;;;;;;;;
LARNER, George Edward;GBR;Men;;;;;;;;;
WEBB, Ernest;GBR;Men;;;;;;;;;
SHAW, Arthur;USA;Men;;;;;;;;;
SMITHSON, Forrest;USA;Men;;;;;;;;;
GARRELS, John Carlyle;USA;Men;;;;;;;;;
HALLOWS, Norman;GBR;Men;;;;;;;;;
SHEPPARD, Melvin;USA;Men;;;;;;;;;
WILSON, Harold;GBR;Men;;;;;;;;;
CLOUGHEN, Robert;USA;Men;;;;;;;;;
EISELE, John Lincoln;USA;Men;;;;;;;;;
RUSSELL, Arthur;GBR;Men;;;;;;;;;
ROBERTSON, Arthur James;GBR;Men;;;;;;;;;
KERR, Harry E.;ANZ;Men;;;;;;;;;
DE FLEURAC, Louis N.;FRA;Men;;;;;;;;;
DREHER, Joseph;FRA;Men;;;;;;;;;
LIJANDIER, Paul;FRA;Men;;;;;;;;;
COALES, William;GBR;Men;;;;;;;;;
DEAKIN, Joseph Edmund;GBR;Men;;;;;;;;;
BONHAG, George V.;USA;Men;;;;;;;;;
TRUBE, Herbert Lawrence;USA;Men;;;;;;;;;
HALSWELLE, Wyndham;GBR;Men;;;;;;;;;
TREMEER, Leonard Francis;GBR;Men;;;;;;;;;
BACON, Charles Joseph;USA;Men;;;;;;;;;
BODOR, Ödön;HUN;Men;;;;;;;;;
NAGY, Jozsef;HUN;Men;;;;;;;;;
RACZ, G.;HUN;Men;;;;;;;;;
SIMON, Pal;HUN;Men;;;;;;;;;
HAMILTON, William Frank;USA;Men;;;;;;;;;
TAYLOR, John Baxter;USA;Men;;;;;;;;;
BRAUN, Hans;GER;Men;;;;;;;;;
EICKE, Hans;GER;Men;;;;;;;;;
HOFFMANN, Artur;GER;Men;;;;;;;;;
TRIELOFF, Otto P.;GER;Men;;;;;;;;;
SVANBERG, Johan Fritiof;SWE;Men;;;;;;;;;
VOIGT, Emil Robert;GBR;Men;;;;;;;;;
OWEN, Edward;GBR;Men;;;;;;;;;
LUNGHI, Emilio;ITA;Men;;;;;;;;;
HORR, Marquis Franklin;USA;Men;;;;;;;;;
GIFFIN, Merritt Hayward;USA;Men;;;;;;;;;
JÄRVINEN, Werner;FIN;Men;;;;;;;;;
WALSH, Cornelius;CAN;Men;;;;;;;;;
MCGRATH, Matthew J.;USA;Men;;;;;;;;;
PORTER, Harry Franklin;USA;Men;;;;;;;;;
ANDRE, Georges;FRA;Men;;;;;;;;;
LEAHY, Cornelius;GBR;Men;;;;;;;;;
SOMODY, Istvan;HUN;Men;;;;;;;;;
TSICLITIRAS, Konstantinos;GRE;Men;;;;;;;;;
NILSSON, Otto;SWE;Men;;;;;;;;;
LEMMING, Eric;SWE;Men;;;;;;;;;
HALSE, Arne;NOR;Men;;;;;;;;;
DORIZAS, Mikael M.;GRE;Men;;;;;;;;;
BRICKER, Calvin David;CAN;Men;;;;;;;;;
IRONS, Francis C.;USA;Men;;;;;;;;;
KELLY, Daniel;USA;Men;;;;;;;;;
FORSHAW, Joseph;USA;Men;;;;;;;;;
HAYES, John Joseph;USA;Men;;;;;;;;;
HEFFERON, Charles A.;RSA;Men;;;;;;;;;
ARCHIBALD, Edward Blake;CAN;Men;;;;;;;;;
JACOBS, Charles Sherman;USA;Men;;;;;;;;;
SÖDERSTRÖM, Bruno;SWE;Men;;;;;;;;;
COOKE, Edward Tiffin;USA;Men;;;;;;;;;
GILBERT, Alfred Carleten;USA;Men;;;;;;;;;
HORGAN, Dennis;GBR;Men;;;;;;;;;
LARSEN, Edvard;NOR;Men;;;;;;;;;
AHEARNE, Timoty J.;GBR;Men;;;;;;;;;
MACDONALD, J.Garfield;CAN;Men;;;;;;;;;
WEBB, William;GBR;Men;;;;;;;;;
THOMAS, A. Henry;GBR;Men;;;;;;;;;
CONDON, John;GBR;Men;;;;;;;;;
PARKS, Frederick;GBR;Men;;;;;;;;;
OLDMAN, Albert Leonard;GBR;Men;;;;;;;;;
EVANS, Sydney Charles H.;GBR;Men;;;;;;;;;
RODDIN, Hugh;GBR;Men;;;;;;;;;
GUNN, Richard Kenneth;GBR;Men;;;;;;;;;
MORRIS, Charles W.;GBR;Men;;;;;;;;;
JOHNSON, Harry H.;GBR;Men;;;;;;;;;
GRACE, Frederick;GBR;Men;;;;;;;;;
SPILLER, M. Frederick;GBR;Men;;;;;;;;;
PHILO, William;GBR;Men;;;;;;;;;
DOUGLAS, John William Henry T.;GBR;Men;;;;;;;;;
BAKER, Reginald L.;ANZ;Men;;;;;;;;;
LAPIZE, Octave;FRA;Men;;;;;;;;;
BARTLETT, Charles Henry;GBR;Men;;;;;;;;;
DENNY, Arthur;GBR;Men;;;;;;;;;
ANDERSON, William;CAN;Men;;;;;;;;;
ANDREWS, Walter;CAN;Men;;;;;;;;;
MCCARTHY, Frederick;CAN;Men;;;;;;;;;
MORTON, William;CAN;Men;;;;;;;;;
JONES, Benjamin;GBR;Men;;;;;;;;;
KINGSBURY, Clarence Brickwood;GBR;Men;;;;;;;;;
MEREDITH, Leonard Lewis;GBR;Men;;;;;;;;;
PAYNE, Ernest;GBR;Men;;;;;;;;;
GÖTZE, Max;GER;Men;;;;;;;;;
KATZER, Rudolf;GER;Men;;;;;;;;;
MARTENS, Herman;GER;Men;;;;;;;;;
NEUMER, Karl;GER;Men;;;;;;;;;
BROOKS, Colin;GBR;Men;;;;;;;;;
ISAACS, Walter H.T.;GBR;Men;;;;;;;;;
AUFFRAY, Andr??;FRA;Men;;;;;;;;;
SCHILLES, Maurice;FRA;Men;;;;;;;;;
HAMLIN, Frederick G.;GBR;Men;;;;;;;;;
JOHNSON, Horace Thomas;GBR;Men;;;;;;;;;
WERBROECK, Joseph;BEL;Men;;;;;;;;;
JOHNSON, Victor Louis;GBR;Men;;;;;;;;;
DEMANGEL, Emile;FRA;Men;;;;;;;;;
OLIVIER, Eugène Victor;FRA;Men;;;;;;;;;
ALIBERT, Gaston;FRA;Men;;;;;;;;;
LIPPMANN, Alexandre;FRA;Men;;;;;;;;;
ANSPACH, Paul;BEL;Men;;;;;;;;;
BEURAIN, Désiré;BEL;Men;;;;;;;;;
DE MONTIGNY, Fernand;BEL;Men;;;;;;;;;
FEYERICK, Ferdinand;BEL;Men;;;;;;;;;
ROM, François;BEL;Men;;;;;;;;;
BERGER, Henri-Georges;FRA;Men;;;;;;;;;
COLLIGNON, Charles;FRA;Men;;;;;;;;;
DANIELL, Charles Leaf;GBR;Men;;;;;;;;;
HAIG, Cecil Henry;GBR;Men;;;;;;;;;
HOLT, Martin Drummond;GBR;Men;;;;;;;;;
MONTGOMERIE, Robert Cecil;GBR;Men;;;;;;;;;
GOPPOLD DE LOBSDORF, Vilem;BOH;Men;;;;;;;;;
FUCHS, Jen??;HUN;Men;;;;;;;;;
ZULAWSKY, B??la;HUN;Men;;;;;;;;;
LADA, Vlastimil;BOH;Men;;;;;;;;;
SCHEJBAL, Bedrich;BOH;Men;;;;;;;;;
TUCEK, Frantisek;BOH;Men;;;;;;;;;
GERDE, Oskar;HUN;Men;;;;;;;;;
TOTH, Peter;HUN;Men;;;;;;;;;
WERKNER, Lajos;HUN;Men;;;;;;;;;
BERTINETTI, Marcello;ITA;Men;;;;;;;;;
NOWAK, Riccardo;ITA;Men;;;;;;;;;
OLIVIER, Abelardo;ITA;Men;;;;;;;;;
PIRZIO BIROLI, Alessandro;ITA;Men;;;;;;;;;
BREUWKES, Reinier Bertus;NED;Men;;;;;;;;;
DE BRUYN KOPS, George Fran??ois;NED;Men;;;;;;;;;
DE KORVER, Johannes Marius;NED;Men;;;;;;;;;
HEIJTING, Karel;NED;Men;;;;;;;;;
MUNDT, Emil Gustav;NED;Men;;;;;;;;;
OTTEN, Lou;NED;Men;;;;;;;;;
REEMAN, Gerald Simon;NED;Men;;;;;;;;;
SNETLAGE, Eduard;NED;Men;;;;;;;;;
