NOME;PAIS_ORIGEM;GENERO;PREPARADOR FISICO;TECNICO;;;;;;;
IGROK;URS;Men;;;;;;;;;
KOVSHOV, Yuri;URS;Men;;;;;;;;;
THEURER-MAX, Elisabeth;AUT;Women;;;;;;;;;
DECEBAL;ROU;Men;;;;;;;;;
DERBIST;ROU;Men;;;;;;;;;
DONESCU, Anghelache;ROU;Men;;;;;;;;;
ROSCA, Petre;ROU;Men;;;;;;;;;
VELIKU, Dumitru;ROU;Men;;;;;;;;;
PLOT;URS;Men;;;;;;;;;
ALEKO;BUL;Men;;;;;;;;;
GADZHEV, Georgi;BUL;Men;;;;;;;;;
IVANOV, Svetoslav;BUL;Men;;;;;;;;;
MANDADZHIEV, Petr;BUL;Men;;;;;;;;;
SCHIBOR;BUL;Men;;;;;;;;;
MISEVICH, Vera;URS;Women;;;;;;;;;
PINTSET;URS;Men;;;;;;;;;
SALNIKOV, Yuri;URS;Men;;;;;;;;;
ROMAN, Federico Euro;ITA;Men;;;;;;;;;
BLINOV, Aleksandr;URS;Men;;;;;;;;;
GALZUN;URS;Men;;;;;;;;;
BARCENA RIOS, David;MEX;Men;;;;;;;;;
MENDIVIL YOCUPICIO, Manuel;MEX;Men;;;;;;;;;
PEREZ SOTO, Soto Jose Luis;MEX;Men;;;;;;;;;
VAZQUEZ, Fabian;MEX;Men;;;;;;;;;
GELESPONT;URS;Men;;;;;;;;;
ROGOZHIN, Sergei;URS;Men;;;;;;;;;
TSKHETI;URS;Men;;;;;;;;;
VOLKOV, Valeri;URS;Men;;;;;;;;;
ROMAN, Mauro;ITA;Men;;;;;;;;;
BOMBONA;MEX;Women;;;;;;;;;
CASAGRANDE, Anna;ITA;Women;;;;;;;;;
SCIOCCHETTI, Marina;ITA;Women;;;;;;;;;
PEREZ DE LA HERAS, Joaquin;MEX;Men;;;;;;;;;
KOWALCZYK, Jan;POL;Men;;;;;;;;;
ESPADRON;URS;Men;;;;;;;;;
KOROLKOV, Nikolai;URS;Men;;;;;;;;;
GOMEZ PORTUGAL, Jesus;MEX;Men;;;;;;;;;
TAZZER VALENCIA, Valencia Gerardo;MEX;Men;;;;;;;;;
VALDES LACARRA, Alberto;MEX;Men;;;;;;;;;
ASMAEV, Viktor;URS;Men;;;;;;;;;
CHUKANOV, Viacheslav;URS;Men;;;;;;;;;
GEPATIT;URS;Men;;;;;;;;;
POGANOVSKI, Viktor;URS;Men;;;;;;;;;
REIS;URS;Men;;;;;;;;;
TOPKI;URS;Men;;;;;;;;;
BOBIK, Janusz;POL;Men;;;;;;;;;
HARTMAN, Wieslaw;POL;Men;;;;;;;;;
KOZICKI, Marian;POL;Men;;;;;;;;;
LADY MIRKA;MEX;Women;;;;;;;;;
RIBOUD, Philippe;FRA;Men;;;;;;;;;
HARMENBERG, Johan;SWE;Men;;;;;;;;;
KOLSZONAY, Ernö;HUN;Men;;;;;;;;;
ABUSHAKHMETOV, Aleksandr;URS;Men;;;;;;;;;
KARAGIAN, Ashot;URS;Men;;;;;;;;;
LUKOMSKY, Boris;URS;Men;;;;;;;;;
MOZHAEV, Aleksandr;URS;Men;;;;;;;;;
BOISSE, Philippe;FRA;Men;;;;;;;;;
GARDAS, Hubert;FRA;Men;;;;;;;;;
PICOT, Patrick;FRA;Men;;;;;;;;;
SALESSE, Michel;FRA;Men;;;;;;;;;
CHRONOWSKI, Ludomir;POL;Men;;;;;;;;;
JABLKOWSKI, Piotr;POL;Men;;;;;;;;;
LIS, Andrzej;POL;Men;;;;;;;;;
STRZALKA, Mariusz;POL;Men;;;;;;;;;
SWORNOWSKI, Leszek;POL;Men;;;;;;;;;
SMIRNOV, Vladimir;URS;Men;;;;;;;;;
JOLYOT, Pascal;FRA;Men;;;;;;;;;
WYSOCZANSKA, Barbara;POL;Women;;;;;;;;;
TRINQUET-HACHIN, Pascale;FRA;Women;;;;;;;;;
ROBAK, Adam;POL;Men;;;;;;;;;
SYPNIEWSKI, Marian;POL;Men;;;;;;;;;
ZYCH, Boguslaw;POL;Men;;;;;;;;;
BONIN, Philippe;FRA;Men;;;;;;;;;
BOSCHERIE, Bruno;FRA;Men;;;;;;;;;
LAPITSKI, Vladimir;URS;Men;;;;;;;;;
RUZIEV, Sabirzhan;URS;Men;;;;;;;;;
STEFANEK, Gertrud;HUN;Women;;;;;;;;;
SZOCS, Zsuzsa;HUN;Women;;;;;;;;;
BEGARD, Isabelle;FRA;Women;;;;;;;;;
BROUQUIER, Veronique;FRA;Women;;;;;;;;;
TSAGARAEVA, Larisa;URS;Women;;;;;;;;;
USHAKOVA, Irina;URS;Women;;;;;;;;;
GEDOVARI, Imre;HUN;Men;;;;;;;;;
HAMMANG, Ferenc;HUN;Men;;;;;;;;;
NEBALD, Gy??rgy;HUN;Men;;;;;;;;;
NEBALD, Rudolf;HUN;Men;;;;;;;;;
ALEKHIN, Nikolai;URS;Men;;;;;;;;;
MEGLIO, Ferdinando;ITA;Men;;;;;;;;;
ROMANO, Marco;ITA;Men;;;;;;;;;
SCALZO, Giovanni;ITA;Men;;;;;;;;;
ANDREEV, Sergei;URS;Men;;;;;;;;;
BALTACHA, Sergei;URS;Men;;;;;;;;;
BESSONOV, Vladimir;URS;Men;;;;;;;;;
CHELEBADZE, Revaz;URS;Men;;;;;;;;;
CHERENKOV, Fiodor;URS;Men;;;;;;;;;
CHIVADZE, Aleksandr;URS;Men;;;;;;;;;
DASAEV, Rinat;URS;Men;;;;;;;;;
GAVRILOV, Yuri;URS;Men;;;;;;;;;
GAZZAEV, Valeri;URS;Men;;;;;;;;;
KHIDIATULLIN, Vagiz;URS;Men;;;;;;;;;
NIKULIN, Sergei;URS;Men;;;;;;;;;
OGANESIAN, Khoren;URS;Men;;;;;;;;;
PROKOPENKO, Aleksandr;URS;Men;;;;;;;;;
ROMANTSEV, Oleg;URS;Men;;;;;;;;;
SHAVLO, Sergei;URS;Men;;;;;;;;;
SULAKVELIDZE, Tengiz;URS;Men;;;;;;;;;
BERGER, Jan;TCH;Men;;;;;;;;;
KUNZO, Frantisek;TCH;Men;;;;;;;;;
LICKA, Werner;TCH;Men;;;;;;;;;
MACELA, Ludek;TCH;Men;;;;;;;;;
MAZURA, Josef;TCH;Men;;;;;;;;;
NEMEC, Petr;TCH;Men;;;;;;;;;
NETOLICHKA, Jaroslav;TCH;Men;;;;;;;;;
POKLUDA, Lubos;TCH;Men;;;;;;;;;
RADIMEC, Libor;TCH;Men;;;;;;;;;
ROTT, Oldrich;TCH;Men;;;;;;;;;
RYGEL, Zdenek;TCH;Men;;;;;;;;;
SEMAN, Stanislav;TCH;Men;;;;;;;;;
SREINER, Zdenek;TCH;Men;;;;;;;;;
STAMBACHR, Frantisek;TCH;Men;;;;;;;;;
SVOBODA, Jindrich;TCH;Men;;;;;;;;;
VACLAVICEK, Rostislav;TCH;Men;;;;;;;;;
VIZEK, Ladislav;TCH;Men;;;;;;;;;
BAHRINGER, Jurgen;GDR;Men;;;;;;;;;
BAUM, Frank;GDR;Men;;;;;;;;;
HOUSE, Lothar;GDR;Men;;;;;;;;;
JAKUBOWSKI, Bernd;GDR;Men;;;;;;;;;
KUHN, Dieter;GDR;Men;;;;;;;;;
LIEBERS, Matthias;GDR;Men;;;;;;;;;
MULLER, Matthias;GDR;Men;;;;;;;;;
NETZ, Wolf-Rudiger;GDR;Men;;;;;;;;;
PETER, Werner;GDR;Men;;;;;;;;;
RUDWALEIT, Bodo;GDR;Men;;;;;;;;;
SCHNUPHASE, Rudiger;GDR;Men;;;;;;;;;
STEINBACH, Wolfgang;GDR;Men;;;;;;;;;
TERLETZKI, Frank;GDR;Men;;;;;;;;;
TRAUTMANN, Andreas;GDR;Men;;;;;;;;;
TRIELOFF, Norbert;GDR;Men;;;;;;;;;
UHLIG, Frank;GDR;Men;;;;;;;;;
ULLRICH, Artur;GDR;Men;;;;;;;;;
SHAPOSHNIKOVA, Natalia;URS;Women;;;;;;;;;
DAVYDOVA, Elena;URS;Women;;;;;;;;;
GNAUCK, Maxi;GDR;Women;;;;;;;;;
DELTCHEV, Stoyan;BUL;Men;;;;;;;;;
TKACHEV, Aleksandr;URS;Men;;;;;;;;;
TABAK, Jiri;TCH;Men;;;;;;;;;
DONATH, Ferenc;HUN;Men;;;;;;;;;
GUCZOGHY, Gy??rgy;HUN;Men;;;;;;;;;
KELEMEN, Zoltan;HUN;Men;;;;;;;;;
KOVACS, Peter;HUN;Men;;;;;;;;;
VAMOS, Istvan;HUN;Men;;;;;;;;;
AZARIAN, Eduard;URS;Men;;;;;;;;;
MAKUTS, Bogdan;URS;Men;;;;;;;;;
BRONST, Andreas;GDR;Men;;;;;;;;;
HEMMANN, Ralf-Peter;GDR;Men;;;;;;;;;
HOFFMANN, Lutz;GDR;Men;;;;;;;;;
HINDORFF, Silvia;GDR;Women;;;;;;;;;
RENSCH, Katharina;GDR;Women;;;;;;;;;
SUBE, Karola;GDR;Women;;;;;;;;;
SÜSS, Birgit;GDR;Women;;;;;;;;;
NAIMUSHINA, Elena;URS;Women;;;;;;;;;
ZAKHAROVA, Stella;URS;Women;;;;;;;;;
DUNKA, Rodica;ROU;Women;;;;;;;;;
EBERLE, Emilia;ROU;Women;;;;;;;;;
GRIGORAS, Cristina Elena;ROU;Women;;;;;;;;;
RÜHN, Melita;ROU;Women;;;;;;;;;
TURNER, Dumitrita;ROU;Women;;;;;;;;;
BOROS, Iosif;ROU;Men;;;;;;;;;
DUMITRU, Marian;ROU;Men;;;;;;;;;
DURAU, Cornel;ROU;Men;;;;;;;;;
IONESCU, Claudiu Eugen;ROU;Men;;;;;;;;;
STINGA, Vasile;ROU;Men;;;;;;;;;
VASILACHE, Lucian;ROU;Men;;;;;;;;;
VASILCA, Neculai;ROU;Men;;;;;;;;;
VOINEA, Maricel;ROU;Men;;;;;;;;;
BEYER, Hans-Georg;GDR;Men;;;;;;;;;
DOERING, Lothar;GDR;Men;;;;;;;;;
DREIBRODT, Gunter;GDR;Men;;;;;;;;;
GERLACH, Ernst;GDR;Men;;;;;;;;;
GRUNER, Klaus;GDR;Men;;;;;;;;;
HOFT, Rainer;GDR;Men;;;;;;;;;
JAUNICH, Hans-Georg;GDR;Men;;;;;;;;;
KRUGER, Hartmut;GDR;Men;;;;;;;;;
ROST, Peter;GDR;Men;;;;;;;;;
SCHMIDT, Dietmar;GDR;Men;;;;;;;;;
SCHMIDT, Wieland;GDR;Men;;;;;;;;;
VOIGT, Siegfried;GDR;Men;;;;;;;;;
WAHL, Frank-Michael;GDR;Men;;;;;;;;;
WIEGERT, Ingolf;GDR;Men;;;;;;;;;
BELOV, Vladimir;URS;Men;;;;;;;;;
KARSHAKEVICH, Aleksandr;URS;Men;;;;;;;;;
MAKHORIN, Viktor;URS;Men;;;;;;;;;
NOVITSKI, Valdemar;URS;Men;;;;;;;;;
REPIEV, Vladimir;URS;Men;;;;;;;;;
ZHUK, Aleksei;URS;Men;;;;;;;;;
HEINECKE, Birgit;GDR;Women;;;;;;;;;
KRÜGER, Katrin;GDR;Women;;;;;;;;;
KUNISCH, Kornelia;GDR;Women;;;;;;;;;
RÖTHER, Sabine;GDR;Women;;;;;;;;;
RUDOLPH, Renate;GDR;Women;;;;;;;;;
WUNDERLICH, Claudia;GDR;Women;;;;;;;;;
LUKIANENKO, Natalia;URS;Women;;;;;;;;;
LUTAEVA, Valentina;URS;Women;;;;;;;;;
PALCHIKOVA, Irina;URS;Women;;;;;;;;;
SAFINA, Yulia;URS;Women;;;;;;;;;
SAVKINA, Larisa;URS;Women;;;;;;;;;
STRECHEN, Sigita;URS;Women;;;;;;;;;
ZUBAREVA, Olga;URS;Women;;;;;;;;;
ANASTASOVSKI, Svetlana;YUG;Women;;;;;;;;;
DJURICA, Mirjana;YUG;Women;;;;;;;;;
DRLJACA, Radmila;YUG;Women;;;;;;;;;
ILES, Katica;YUG;Women;;;;;;;;;
JEREMIC, Slavica;YUG;Women;;;;;;;;;
KITIC-DASIC, Svetlana;YUG;Women;;;;;;;;;
MERDAN-KOLAR, Jasna;YUG;Women;;;;;;;;;
MILOSEVIC, Vesna;YUG;Women;;;;;;;;;
OGNJENOVIC, Mirjana;YUG;Women;;;;;;;;;
RADOVIC, Vesna;YUG;Women;;;;;;;;;
SAVIC, Rada;YUG;Women;;;;;;;;;
TITLIC, Ana;YUG;Women;;;;;;;;;
VISNJIC, Biserka;YUG;Women;;;;;;;;;
VOJINOVIC, Zorica;YUG;Women;;;;;;;;;
AIRAPETYAN, Sos;URS;Men;;;;;;;;;
AZIZOV, Minneula;URS;Men;;;;;;;;;
BELIAKOV, Valeri;URS;Men;;;;;;;;;
DEPUTATOV, Viktor;URS;Men;;;;;;;;;
GONCHAROV, Aleksandr;URS;Men;;;;;;;;;
GUSEV, Aleksandr;URS;Men;;;;;;;;;
KLEVTSOV, Sergei;URS;Men;;;;;;;;;
LAMPEEV, Viacheslav;URS;Men;;;;;;;;;
MIASNIKOV, Aleksandr;URS;Men;;;;;;;;;
NICHEPURENKO, Mikhail;URS;Men;;;;;;;;;
PAVLOVSKI, Leonid;URS;Men;;;;;;;;;
PLESHAKOV, Sergei;URS;Men;;;;;;;;;
PLESHAKOV, Vladimir;URS;Men;;;;;;;;;
SYCHEV, Aleksandr;URS;Men;;;;;;;;;
ZAGORODNEV, Oleg;URS;Men;;;;;;;;;
ZIGANGIROV, Farit;URS;Men;;;;;;;;;
ALLAN, Schofield;IND;Men;;;;;;;;;
AMARJIT RANA, Singh;IND;Men;;;;;;;;;
BASKARAN, Baskaran;IND;Men;;;;;;;;;
CHETTRI, Chettri;IND;Men;;;;;;;;;
DEAVINDER, Singh;IND;Men;;;;;;;;;
FERNANDES, Mervyn;IND;Men;;;;;;;;;
GURMAIL, Singh;IND;Men;;;;;;;;;
KAUSHIK, Maharaj Krishon;IND;Men;;;;;;;;;
KUMAR, Charanjit;IND;Men;;;;;;;;;
MANEYPANDA, Somaya;IND;Men;;;;;;;;;
MOHAMMAD, Shahid;IND;Men;;;;;;;;;
SINGH, Singh;IND;Men;;;;;;;;;
SURINDER, Singh;IND;Men;;;;;;;;;
SYLVANUS, Dung Dung;IND;Men;;;;;;;;;
ZAFAR, Zafar;IND;Men;;;;;;;;;
AMAT FONTANALS, Juan;ESP;Men;;;;;;;;;
ARBOS PERARNAU, Juan;ESP;Men;;;;;;;;;
ARBOS SERRA, Jaime;ESP;Men;;;;;;;;;
CABOT DURAN, Javier;ESP;Men;;;;;;;;;
CABOT DURAN, Ricardo;ESP;Men;;;;;;;;;
CHAVES, Miguel;ESP;Men;;;;;;;;;
COGHEN, Juan Luis;ESP;Men;;;;;;;;;
DE PAZ PLA, Miguel;ESP;Men;;;;;;;;;
FABREGAS BOSCH, Francisco;ESP;Men;;;;;;;;;
GARCIA MESSEGUER, Jose;ESP;Men;;;;;;;;;
GARRALDA, Rafael;ESP;Men;;;;;;;;;
MALGOSA MORERA, Santiago;ESP;Men;;;;;;;;;
MONSALVE, Paulino;ESP;Men;;;;;;;;;
PELLON FERNANDEZ, Juan;ESP;Men;;;;;;;;;
ROCA PORTOLES, Carlos;ESP;Men;;;;;;;;;
ZUMALACARREGUI, Jaime;ESP;Men;;;;;;;;;
AKHMEROVA, Liailia;URS;Women;;;;;;;;;
BUZUNOVA, Natalia;URS;Women;;;;;;;;;
BYKOVA, Natalia;URS;Women;;;;;;;;;
EMBAKHTOVA, Tatiana;URS;Women;;;;;;;;;
FILIPPOVA, Nadezhda;URS;Women;;;;;;;;;
FROLOVA, Liudmila;URS;Women;;;;;;;;;
GLUBOKOVA, Lidia;URS;Women;;;;;;;;;
GORBATKOVA, Nelli;URS;Women;;;;;;;;;
GURYEVA, Elena;URS;Women;;;;;;;;;
INZHUVATOVA, Galina;URS;Women;;;;;;;;;
KHAM, Alina;URS;Women;;;;;;;;;
KRASNIKOVA, Natella;URS;Women;;;;;;;;;
OVECHKINA, Nadezhda;URS;Women;;;;;;;;;
SHVYGANOVA, Tatiana;URS;Women;;;;;;;;;
VIUZHANINA, Galina;URS;Women;;;;;;;;;
ZAZDRAVNYKH, Valentina;URS;Women;;;;;;;;;
BOXHALL, Arlene Nadine;ZIM;Women;;;;;;;;;
CHASE, Elizabeth Muriel;ZIM;Women;;;;;;;;;
CHICK, Sandra;ZIM;Women;;;;;;;;;
COWLEY, Gillian Margaret;ZIM;Women;;;;;;;;;
DAVIES, Patricia Joan;ZIM;Women;;;;;;;;;
ENGLISH, Sarah;ZIM;Women;;;;;;;;;
GEORGE, Maureen Jean;ZIM;Women;;;;;;;;;
GRANT, Ann Marry Gwynne;ZIM;Women;;;;;;;;;
HUGGETT, Susan;ZIM;Women;;;;;;;;;
MCKILLOP, Patricia Jean;ZIM;Women;;;;;;;;;
PHILLIPS, Brenda Joan;ZIM;Women;;;;;;;;;
PRINSLOO, Christine;ZIM;Women;;;;;;;;;
ROBERTSON, Sonia;ZIM;Women;;;;;;;;;
STEWART, Anthea Doreen;ZIM;Women;;;;;;;;;
VOLK, Helen;ZIM;Women;;;;;;;;;
WATSON, Linda Margaret;ZIM;Women;;;;;;;;;
BLAZKOVA, Milada;TCH;Women;;;;;;;;;
CERMAKOVA, Jirina;TCH;Women;;;;;;;;;
HAJKOVA, Jirina;TCH;Women;;;;;;;;;
HRUBA, Berta;TCH;Women;;;;;;;;;
HUBACKOVA, Ida;TCH;Women;;;;;;;;;
KADLECOVA, Jirina;TCH;Women;;;;;;;;;
KRALICKOVA, Jarmila;TCH;Women;;;;;;;;;
KRIZOVA, Jirina;TCH;Women;;;;;;;;;
KYSELICOVA, Alena;TCH;Women;;;;;;;;;
LAHODOVA, Jana;TCH;Women;;;;;;;;;
PETRICKOVA, Kveta;TCH;Women;;;;;;;;;
PODHANYIOVA, Viera;TCH;Women;;;;;;;;;
SRANKOVA, Iveta;TCH;Women;;;;;;;;;
SYKOROVA, Marie;TCH;Women;;;;;;;;;
URBANOVA, Marta;TCH;Women;;;;;;;;;
VYMAZALOVA, Lenka;TCH;Women;;;;;;;;;
EMIZH, Arambi;URS;Men;;;;;;;;;
KINCSES, Tibor;HUN;Men;;;;;;;;;
REY, Thierry;FRA;Men;;;;;;;;;
RODRIGUEZ, Jose;CUB;Men;;;;;;;;;
KOCMAN, Vladimir;TCH;Men;;;;;;;;;
KOVACEVIC, Radomir;YUG;Men;;;;;;;;;
ZAPRIANOV, Dimitar;BUL;Men;;;;;;;;;
NEDKOV, Ilian;BUL;Men;;;;;;;;;
PAWLOWSKI, Janusz;POL;Men;;;;;;;;;
SOLODUKHIN, Nikolai;URS;Men;;;;;;;;;
DAMDIN, Tsendying;MGL;Men;;;;;;;;;
DAVAADALAI, Ravdan;MGL;Men;;;;;;;;;
LEHMANN, Karl-Heinz;GDR;Men;;;;;;;;;
GAMBA, Ezio;ITA;Men;;;;;;;;;
ADAMS, Neil;GBR;Men;;;;;;;;;
HEINKE, Harald;GDR;Men;;;;;;;;;
TCHOULLOUYAN, Bernard;FRA;Men;;;;;;;;;
KHABARELI, Shota;URS;Men;;;;;;;;;
FERRER, Juan;CUB;Men;;;;;;;;;
ULTSCH, Detlef;GDR;Men;;;;;;;;;
YATSKEVICH, Aleksandr;URS;Men;;;;;;;;;
AZCUY OLIVA, Isaac;CUB;Men;;;;;;;;;
LORENZ, Dietmar;GDR;Men;;;;;;;;;
NUMAN, Henk;NED;Men;;;;;;;;;
VAN DE WALLE, Robert;BEL;Men;;;;;;;;;
KHUBULURI, Tengiz;URS;Men;;;;;;;;;
MAPP, Arthur;GBR;Men;;;;;;;;;
OZSVAR, Andras;HUN;Men;;;;;;;;;
STAROSTIN, Anatoli;URS;Men;;;;;;;;;
SZOMBATHELYI, Tamas;HUN;Men;;;;;;;;;
HORVATH, George;SWE;Men;;;;;;;;;
PETTERSSON, Lennart;SWE;Men;;;;;;;;;
RASMUSON, Svante;SWE;Men;;;;;;;;;
LIPEEV, Evgeni;URS;Men;;;;;;;;;
HORVATH, Laszlo;HUN;Men;;;;;;;;;
CARMICHAEL, Malcolm;GBR;Men;;;;;;;;;
WIGGIN, Charles;GBR;Men;;;;;;;;;
PIMENOV, Nikolai;URS;Men;;;;;;;;;
PIMENOV, Yuri;URS;Men;;;;;;;;;
KRÖPPELIEN, Klaus;GDR;Men;;;;;;;;;
PANCIC, Zoran;YUG;Men;;;;;;;;;
STANULOV, Milorad;YUG;Men;;;;;;;;;
HOMEGHI-BULARDA, Olga;ROU;Women;;;;;;;;;
ROSCA-RASILA, Valeria;ROU;Women;;;;;;;;;
KHLOPTSEVA, Elena;URS;Women;;;;;;;;;
LINSE, Cornelia;GDR;Women;;;;;;;;;
WESTPHAL, Heidi;GDR;Women;;;;;;;;;
DMITRIENKO, Grigori;URS;Men;;;;;;;;;
KOKOSHIN, Viktor;URS;Men;;;;;;;;;
LUGIN, Andrei;URS;Men;;;;;;;;;
MAISTRENKO, Igor;URS;Men;;;;;;;;;
MANTSEVICH, Aleksandr;URS;Men;;;;;;;;;
NORMANTAS, Ionas;URS;Men;;;;;;;;;
PINTSKUS, Ionas;URS;Men;;;;;;;;;
TISHCHENKO, Andrei;URS;Men;;;;;;;;;
TKACHENKO, Aleksandr;URS;Men;;;;;;;;;
DOBERSCHÜTZ, Jens;GDR;Men;;;;;;;;;
DÜHRING, Uwe;GDR;Men;;;;;;;;;
FRIEDRICH, J??rg;GDR;Men;;;;;;;;;
HÖING, Bernd;GDR;Men;;;;;;;;;
KONS, Ulrich;GDR;Men;;;;;;;;;
KOPPE, Hans-Peter;GDR;Men;;;;;;;;;
KRAUSS, Bernd;GDR;Men;;;;;;;;;
CLAY, Henry;GBR;Men;;;;;;;;;
JUSTICE, Andrew;GBR;Men;;;;;;;;;
MAHONEY, Chris;GBR;Men;;;;;;;;;
MCDOUGALL, Duncan;GBR;Men;;;;;;;;;
MCGOWAN, Malkolm;GBR;Men;;;;;;;;;
MOYNIHAN, Colin;GBR;Men;;;;;;;;;
PRITCHARD, John;GBR;Men;;;;;;;;;
STANHOPE, Richard;GBR;Men;;;;;;;;;
WHITWELL, Allan;GBR;Men;;;;;;;;;
APOSTEANU, Angelica;ROU;Women;;;;;;;;;
BONDAR, Elena;ROU;Women;;;;;;;;;
BUCUR, Florica;ROU;Women;;;;;;;;;
CONSTANTINESCU, Maria;ROU;Women;;;;;;;;;
DOBRITOIU, Elena;ROU;Women;;;;;;;;;
FRINTU, Rodica;ROU;Women;;;;;;;;;
ILIUTA, Ana;ROU;Women;;;;;;;;;
PUSCATU-ARBA, Rodica;ROU;Women;;;;;;;;;
ZAGONI, Marlena;ROU;Women;;;;;;;;;
BOESLER, Martina;GDR;Women;;;;;;;;;
NEISSER, Kersten;GDR;Women;;;;;;;;;
SANDIG, Marita;GDR;Women;;;;;;;;;
SCHÜTZ, Birgit;GDR;Women;;;;;;;;;
FROLOVA, Nina;URS;Women;;;;;;;;;
PAZIUN, Maria;URS;Women;;;;;;;;;
PIVOVAROVA, Olga;URS;Women;;;;;;;;;
PREOBRAZHENSKAIA, Nina;URS;Women;;;;;;;;;
PRISHCHEPA, Nadezhda;URS;Women;;;;;;;;;
STETSENKO, Tatiana;URS;Women;;;;;;;;;
TERESHINA, Elena;URS;Women;;;;;;;;;
UMANETS, Nina;URS;Women;;;;;;;;;
ZHULINA, Valentina;URS;Women;;;;;;;;;
BEATTIE, John;GBR;Men;;;;;;;;;
CROSS, Martin;GBR;Men;;;;;;;;;
MCNUFF, Ian;GBR;Men;;;;;;;;;
TOWNSEND, David;GBR;Men;;;;;;;;;
THIELE, J??rgen;GDR;Men;;;;;;;;;
ELISEEV, Vitali;URS;Men;;;;;;;;;
KAMKIN, Aleksei;URS;Men;;;;;;;;;
KULAGIN, Aleksandr;URS;Men;;;;;;;;;
KUBIAK, Ryszard;POL;Men;;;;;;;;;
NOWAK, Grzegorz;POL;Men;;;;;;;;;
STADNIUK, Ryszard;POL;Men;;;;;;;;;
STELLAK, Grzegorz;POL;Men;;;;;;;;;
TOMASIAK, Adam;POL;Men;;;;;;;;;
GREGOR, Andreas;GDR;Men;;;;;;;;;
BERZINSH, Yuris;URS;Men;;;;;;;;;
GARONSKIS, Artur;URS;Men;;;;;;;;;
KRISHIANIS, Dimant;URS;Men;;;;;;;;;
KRISHIANIS, Dzintars;URS;Men;;;;;;;;;
TIKMERS, Zhorzh;URS;Men;;;;;;;;;
CHEREMISINA, Nina;URS;Women;;;;;;;;;
FADEEVA, Maria;URS;Women;;;;;;;;;
SEMENOVA, Svetlana;URS;Women;;;;;;;;;
SOVETNIKOVA, Galina;URS;Women;;;;;;;;;
STUDNEVA, Marina;URS;Women;;;;;;;;;
FRÖHLICH, Silvia;GDR;Women;;;;;;;;;
KAPHEIM, Ramona;GDR;Women;;;;;;;;;
SAALFELD, Romy;GDR;Women;;;;;;;;;
WENZEL, Kirsten;GDR;Women;;;;;;;;;
FILIPOVA, Nadezhda;BUL;Women;;;;;;;;;
TODOROVA, Rita;BUL;Women;;;;;;;;;
VELINOVA, Iskra;BUL;Women;;;;;;;;;
KLIER, Cornelia;GDR;Women;;;;;;;;;
STEINDORF, Ute;GDR;Women;;;;;;;;;
DLUZEWSKA, Malgorzata;POL;Women;;;;;;;;;
KOSCIANSKA, Czeslawa;POL;Women;;;;;;;;;
CELENT, Zlatko;YUG;Men;;;;;;;;;
MRDULJAS, Dusko;YUG;Men;;;;;;;;;
REIC, Josip;YUG;Men;;;;;;;;;
KRIUCHKIN, Gennadi;URS;Men;;;;;;;;;
PEREVERZEV, Viktor;URS;Men;;;;;;;;;
BAKOVA, Anka;BUL;Women;;;;;;;;;
BONCHEVA, Rumeliana;BUL;Women;;;;;;;;;
GEORGIEVA, Stanka;BUL;Women;;;;;;;;;
NAKOVA, Dolores;BUL;Women;;;;;;;;;
SERBEZOVA, Mariana;BUL;Women;;;;;;;;;
PLOCH, Jutta;GDR;Women;;;;;;;;;
REINHARD, Sybille;GDR;Women;;;;;;;;;
LIUBIMOVA, Nadezhda;URS;Women;;;;;;;;;
MATIEVSKAIA, Elena;URS;Women;;;;;;;;;
PUSTOVIT, Antonina;URS;Women;;;;;;;;;
VASILCHENKO, Olga;URS;Women;;;;;;;;;
DOBREV, Bogdan;BUL;Men;;;;;;;;;
NIKOLOV, Mintcho;BUL;Men;;;;;;;;;
PETROV, Liubomir;BUL;Men;;;;;;;;;
RUSEV, Ivo;BUL;Men;;;;;;;;;
BUNK, Karsten;GDR;Men;;;;;;;;;
DUNDR, Frank;GDR;Men;;;;;;;;;
HEPPNER, Uwe;GDR;Men;;;;;;;;;
WINTER, Martin;GDR;Men;;;;;;;;;
BARBAKOV, Evgeni;URS;Men;;;;;;;;;
DOVGAN, Nikolai;URS;Men;;;;;;;;;
KLESHNEV, Valeri;URS;Men;;;;;;;;;
SHAPOCHKA, Yuri;URS;Men;;;;;;;;;
KERSTEN, Peter;GDR;Men;;;;;;;;;
YAKUSHA, Vasili;URS;Men;;;;;;;;;
SCHRÖTER, Martina;GDR;Women;;;;;;;;;
TOMA, Sanda;ROU;Women;;;;;;;;;
DUMCHEVA, Antonina;URS;Women;;;;;;;;;
LINDGREN, Jouko;FIN;Men;;;;;;;;;
TALLBERG, Georg;FIN;Men;;;;;;;;;
PENIDO, Eduardo Henrique;BRA;Men;;;;;;;;;
SOARES, Marcos Pinto Rizzo;BRA;Men;;;;;;;;;
BOROWSKI, J??rn;GDR;Men;;;;;;;;;
SWENSSON, Egbert;GDR;Men;;;;;;;;;
BOUDOURIS, Anastassios;GRE;Men;;;;;;;;;
GAVRILIS, Anastassios;GRE;Men;;;;;;;;;
RAPANAKIS, Aristidis;GRE;Men;;;;;;;;;
BUDNIKOV, Aleksandr;URS;Men;;;;;;;;;
BUDNIKOV, Boris;URS;Men;;;;;;;;;
