ANOOLIMP;NOMEESPORTE;MODALIDADE;TIPOOLIMP
1968;Cycling Road;Team Time Trial;Summer
1968;Cycling Track;1KM Time Trial;Summer
1968;Cycling Track;2000M Tandem;Summer
1968;Cycling Track;Individual Pursuit;Summer
1968;Cycling Track;Sprint Indivual;Summer
1968;Cycling Track;Team Pursuit (4000M);Summer
1968;Dressage;Individual;Summer
1968;Dressage;Team;Summer
1968;Eventing;Individual;Summer
1968;Eventing;Team;Summer
1968;Jumping;Individual;Summer
1968;Jumping;Team;Summer
1968;Fencing;Épée Individual;Summer
1968;Fencing;Épée Team;Summer
1968;Fencing;Foil Individual;Summer
1968;Fencing;Foil Team;Summer
1968;Fencing;Sabre Individual;Summer
1968;Fencing;Sabre Team;Summer
1968;Football;Football;Summer
1968;Artistic G.;Balance Beam;Summer
1968;Artistic G.;Floor Exercises;Summer
1968;Artistic G.;Horizontal Bar;Summer
1968;Artistic G.;Individual All-Round;Summer
1968;Artistic G.;Parallel Bars;Summer
1968;Artistic G.;Pommel Horse;Summer
1968;Artistic G.;Rings;Summer
1968;Artistic G.;Team Competition;Summer
1968;Artistic G.;Uneven Bars;Summer
1968;Artistic G.;Vault;Summer
1968;Hockey;Hockey;Summer
1968;Modern Pentath.;Individual Competition;Summer
1968;Modern Pentath.;Team Competition;Summer
1968;Rowing;Coxless Pair (2-);Summer
1968;Rowing;Double Sculls (2X);Summer
1968;Rowing;Eight With Coxswain (8+);Summer
1968;Rowing;Four Without Coxswain (4-);Summer
1968;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1968;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1968;Rowing;Single Sculls (1X);Summer
1968;Sailing;5.5M;Summer
1968;Sailing;Dragon;Summer
1968;Sailing;Flying Dutchman;Summer
1968;Sailing;Single-Handed Dinghy (Finn);Summer
1968;Sailing;Two-Person Keelboat Open (Star);Summer
1968;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1968;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1968;Shooting;50M Pistol (60 Shots);Summer
1968;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1968;Shooting;50M Rifle Prone (60 Shots);Summer
1968;Shooting;Skeet (125 Targets);Summer
1968;Shooting;Trap (125 Targets);Summer
1968;Volleyball;Volleyball;Summer
1968;Weightlifting;- 56KG, Total (Bantamweight);Summer
1968;Weightlifting;+ 90KG, Total (Heavyweight);Summer
1968;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1968;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1968;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1968;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1968;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1968;Wrestling Free.;- 52KG (Flyweight);Summer
1968;Wrestling Free.;+ 97KG (Heavyweight);Summer
1968;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1968;Wrestling Free.;57 - 63KG (Featherweight);Summer
1968;Wrestling Free.;63 - 70KG (Lightweight);Summer
1968;Wrestling Free.;70 - 78KG (Welterweight);Summer
1968;Wrestling Free.;78 - 87KG (Middleweight);Summer
1968;Wrestling Free.;87 - 97KG (Light-Heavyweight);Summer
1968;Wrestling Gre-R;- 52KG (Flyweight);Summer
1968;Wrestling Gre-R;+ 97KG (Super Heavyweight);Summer
1968;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1968;Wrestling Gre-R;57 - 63KG (Featherweight);Summer
1968;Wrestling Gre-R;63 - 70KG (Lightweight);Summer
1968;Wrestling Gre-R;70 - 78KG (Welterweight);Summer
1968;Wrestling Gre-R;78 - 87KG (Middleweight);Summer
1968;Wrestling Gre-R;87 - 97KG (Light-Heavyweight);Summer
1972;Diving;10M Platform;Summer
1972;Diving;3M Springboard;Summer
1972;Swimming;100M Backstroke;Summer
1972;Swimming;100M Breaststroke;Summer
1972;Swimming;100M Butterfly;Summer
1972;Swimming;100M Freestyle;Summer
1972;Swimming;1500M Freestyle;Summer
1972;Swimming;200M Backstroke;Summer
1972;Swimming;200M Breaststroke;Summer
1972;Swimming;200M Butterfly;Summer
1972;Swimming;200M Freestyle;Summer
1972;Swimming;200M Individual Medley;Summer
1972;Swimming;400M Freestyle;Summer
1972;Swimming;400M Individual Medley;Summer
1972;Swimming;4X100M Freestyle Relay;Summer
1972;Swimming;4X100M Medley Relay;Summer
1972;Swimming;4X200M Freestyle Relay;Summer
1972;Swimming;800M Freestyle;Summer
1972;Water polo;Water Polo;Summer
1972;Archery;Individual Fita Round;Summer
1972;Athletics;10000M;Summer
1972;Athletics;100M;Summer
1972;Athletics;100M Hurdles;Summer
1972;Athletics;110M Hurdles;Summer
1972;Athletics;1500M;Summer
1972;Athletics;200M;Summer
1972;Athletics;20KM Walk;Summer
1972;Athletics;3000M Steeplechase;Summer
1972;Athletics;400M;Summer
1972;Athletics;400M Hurdles;Summer
1972;Athletics;4X100M Relay;Summer
1972;Athletics;4X400M Relay;Summer
1972;Athletics;5000M;Summer
1972;Athletics;50KM Walk;Summer
1972;Athletics;800M;Summer
1972;Athletics;Decathlon;Summer
1972;Athletics;Discus Throw;Summer
1972;Athletics;Hammer Throw;Summer
1972;Athletics;High Jump;Summer
1972;Athletics;Javelin Throw;Summer
1972;Athletics;Long Jump;Summer
1972;Athletics;Marathon;Summer
1972;Athletics;Pentathlon;Summer
1972;Athletics;Pole Vault;Summer
1972;Athletics;Shot Put;Summer
1972;Athletics;Triple Jump;Summer
1972;Basketball;Basketball;Summer
1972;Boxing;- 48KG (Light-Flyweight);Summer
1972;Boxing;+ 81KG (Heavyweight);Summer
1972;Boxing;48 - 51KG (Flyweight);Summer
1972;Boxing;51 - 54KG (Bantamweight);Summer
1972;Boxing;54 - 57KG (Featherweight);Summer
1972;Boxing;57 - 60KG (Lightweight);Summer
1972;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1972;Boxing;63.5 - 67KG (Welterweight);Summer
1972;Boxing;67 - 71KG (Light-Middleweight);Summer
1972;Boxing;71-75KG;Summer
1972;Boxing;75 - 81KG (Light-Heavyweight);Summer
1972;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1972;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1972;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1972;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1972;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1972;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1972;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1972;Canoe / Kayak S;C-1 (Canoe Single);Summer
1972;Canoe / Kayak S;C-2 (Canoe Double);Summer
1972;Canoe / Kayak S;K-1 (Kayak Single);Summer
1972;Cycling Road;Individual Road Race;Summer
1972;Cycling Road;Team Time Trial;Summer
1972;Cycling Track;1KM Time Trial;Summer
1972;Cycling Track;2000M Tandem;Summer
1972;Cycling Track;Individual Pursuit;Summer
1972;Cycling Track;Sprint Indivual;Summer
1972;Cycling Track;Team Pursuit (4000M);Summer
1972;Dressage;Individual;Summer
1972;Dressage;Team;Summer
1972;Eventing;Individual;Summer
1972;Eventing;Team;Summer
1972;Jumping;Individual;Summer
1972;Jumping;Team;Summer
1972;Fencing;Épée Individual;Summer
1972;Fencing;Épée Team;Summer
1972;Fencing;Foil Individual;Summer
1972;Fencing;Foil Team;Summer
1972;Fencing;Sabre Individual;Summer
1972;Fencing;Sabre Team;Summer
1972;Football;Football;Summer
1972;Artistic G.;Balance Beam;Summer
1972;Artistic G.;Floor Exercises;Summer
1972;Artistic G.;Horizontal Bar;Summer
1972;Artistic G.;Individual All-Round;Summer
1972;Artistic G.;Parallel Bars;Summer
1972;Artistic G.;Pommel Horse;Summer
1972;Artistic G.;Rings;Summer
1972;Artistic G.;Team Competition;Summer
1972;Artistic G.;Uneven Bars;Summer
1972;Artistic G.;Vault;Summer
1972;Handball;Handball;Summer
1972;Hockey;Hockey;Summer
1972;Judo;- 63KG (Lightweight);Summer
1972;Judo;+ 93KG (Heavyweight);Summer
1972;Judo;63 - 70KG (Half-Middleweight);Summer
1972;Judo;70 - 80KG (Middleweight);Summer
1972;Judo;80 - 93KG (Half-Heavyweight);Summer
1972;Judo;Open Category;Summer
1972;Modern Pentath.;Individual Competition;Summer
1972;Modern Pentath.;Team Competition;Summer
1972;Rowing;Coxless Pair (2-);Summer
1972;Rowing;Double Sculls (2X);Summer
1972;Rowing;Eight With Coxswain (8+);Summer
1972;Rowing;Four Without Coxswain (4-);Summer
1972;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1972;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1972;Rowing;Single Sculls (1X);Summer
1972;Sailing;Dragon;Summer
1972;Sailing;Fleet/Match Race Keelboat Open (Soling);Summer
1972;Sailing;Flying Dutchman;Summer
1972;Sailing;Single-Handed Dinghy (Finn);Summer
1972;Sailing;Tempest;Summer
1972;Sailing;Two-Person Keelboat Open (Star);Summer
1972;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1972;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1972;Shooting;50M Pistol (60 Shots);Summer
1972;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1972;Shooting;50M Rifle Prone (60 Shots);Summer
1972;Shooting;50M Running Target (30+30 Shots);Summer
1972;Shooting;Skeet (125 Targets);Summer
1972;Shooting;Trap (125 Targets);Summer
1972;Volleyball;Volleyball;Summer
1972;Weightlifting;- 52KG, Total (Flyweight);Summer
1972;Weightlifting;+ 110KG, Total (Super Heavyweight);Summer
1972;Weightlifting;52 - 56KG, Total (Bantamweight);Summer
1972;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1972;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1972;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1972;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1972;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1972;Weightlifting;91 - 110KG, Total (Heavyweight);Summer
1972;Wrestling Free.;- 48KG (Light-Flyweight);Summer
1972;Wrestling Free.;+ 100KG (Super Heavyweight);Summer
1972;Wrestling Free.;48 - 52KG (Flyweight);Summer
1972;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1972;Wrestling Free.;57 - 62KG (Featherweight);Summer
1972;Wrestling Free.;62 - 68KG (Lightweight);Summer
1972;Wrestling Free.;68 - 74KG (Welterweight);Summer
1972;Wrestling Free.;74 - 82KG (Middleweight);Summer
1972;Wrestling Free.;82 - 90KG (Light-Heavyweight);Summer
1972;Wrestling Free.;90 - 100KG (Heavyweight);Summer
1972;Wrestling Gre-R;- 48KG (Light-Flyweight);Summer
1972;Wrestling Gre-R;+ 100KG (Super Heavyweight);Summer
1972;Wrestling Gre-R;48 - 52KG (Flyweight);Summer
1972;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1972;Wrestling Gre-R;57 - 62KG (Featherweight);Summer
1972;Wrestling Gre-R;62 - 68KG (Lightweight);Summer
1972;Wrestling Gre-R;68 - 74KG (Welterweight);Summer
1972;Wrestling Gre-R;74 - 82KG (Middleweight);Summer
1972;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Summer
1972;Wrestling Gre-R;90 - 100KG (Heavyweight);Summer
1976;Diving;10M Platform;Summer
1976;Diving;3M Springboard;Summer
1976;Swimming;100M Backstroke;Summer
1976;Swimming;100M Breaststroke;Summer
1976;Swimming;100M Butterfly;Summer
1976;Swimming;100M Freestyle;Summer
1976;Swimming;1500M Freestyle;Summer
1976;Swimming;200M Backstroke;Summer
1976;Swimming;200M Breaststroke;Summer
1976;Swimming;200M Butterfly;Summer
1976;Swimming;200M Freestyle;Summer
1976;Swimming;400M Freestyle;Summer
1976;Swimming;400M Individual Medley;Summer
1976;Swimming;4X100M Freestyle Relay;Summer
1976;Swimming;4X100M Medley Relay;Summer
1976;Swimming;4X200M Freestyle Relay;Summer
1976;Swimming;800M Freestyle;Summer
1976;Water polo;Water Polo;Summer
1976;Archery;Individual Fita Round;Summer
1976;Athletics;10000M;Summer
1976;Athletics;100M;Summer
1976;Athletics;100M Hurdles;Summer
1976;Athletics;110M Hurdles;Summer
1976;Athletics;1500M;Summer
1976;Athletics;200M;Summer
1976;Athletics;20KM Walk;Summer
1976;Athletics;3000M Steeplechase;Summer
1976;Athletics;400M;Summer
1976;Athletics;400M Hurdles;Summer
1976;Athletics;4X100M Relay;Summer
1976;Athletics;4X400M Relay;Summer
1976;Athletics;5000M;Summer
1976;Athletics;800M;Summer
1976;Athletics;Decathlon;Summer
1976;Athletics;Discus Throw;Summer
1976;Athletics;Hammer Throw;Summer
1976;Athletics;High Jump;Summer
1976;Athletics;Javelin Throw;Summer
1976;Athletics;Long Jump;Summer
1976;Athletics;Marathon;Summer
1976;Athletics;Pentathlon;Summer
1976;Athletics;Pole Vault;Summer
1976;Athletics;Shot Put;Summer
1976;Athletics;Triple Jump;Summer
1976;Basketball;Basketball;Summer
1976;Boxing;- 48KG (Light-Flyweight);Summer
1976;Boxing;+ 81KG (Heavyweight);Summer
1976;Boxing;48 - 51KG (Flyweight);Summer
1976;Boxing;51 - 54KG (Bantamweight);Summer
1976;Boxing;54 - 57KG (Featherweight);Summer
1976;Boxing;57 - 60KG (Lightweight);Summer
1976;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1976;Boxing;63.5 - 67KG (Welterweight);Summer
1976;Boxing;67 - 71KG (Light-Middleweight);Summer
1976;Boxing;71-75KG;Summer
1976;Boxing;75 - 81KG (Light-Heavyweight);Summer
1976;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1976;Canoe / Kayak F;C-1 500M (Canoe Single);Summer
1976;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1976;Canoe / Kayak F;C-2 500M (Canoe Double);Summer
1976;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1976;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1976;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1976;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1976;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1976;Cycling Road;Individual Road Race;Summer
1976;Cycling Road;Team Time Trial;Summer
1976;Cycling Track;1KM Time Trial;Summer
1976;Cycling Track;Individual Pursuit;Summer
1976;Cycling Track;Sprint Indivual;Summer
1976;Cycling Track;Team Pursuit (4000M);Summer
1976;Dressage;Individual;Summer
1976;Dressage;Team;Summer
1976;Eventing;Individual;Summer
1976;Eventing;Team;Summer
1976;Jumping;Individual;Summer
1976;Jumping;Team;Summer
1976;Fencing;Épée Individual;Summer
1976;Fencing;Épée Team;Summer
1976;Fencing;Foil Individual;Summer
1976;Fencing;Foil Team;Summer
1976;Fencing;Sabre Individual;Summer
1976;Fencing;Sabre Team;Summer
1976;Football;Football;Summer
1976;Artistic G.;Balance Beam;Summer
1976;Artistic G.;Floor Exercises;Summer
1976;Artistic G.;Horizontal Bar;Summer
1976;Artistic G.;Individual All-Round;Summer
1976;Artistic G.;Parallel Bars;Summer
1976;Artistic G.;Pommel Horse;Summer
1976;Artistic G.;Rings;Summer
1976;Artistic G.;Team Competition;Summer
1976;Artistic G.;Uneven Bars;Summer
1976;Artistic G.;Vault;Summer
1976;Handball;Handball;Summer
1976;Hockey;Hockey;Summer
1976;Judo;- 63KG (Lightweight);Summer
1976;Judo;+ 93KG (Heavyweight);Summer
1976;Judo;63 - 70KG (Half-Middleweight);Summer
1976;Judo;70 - 80KG (Middleweight);Summer
1976;Judo;80 - 93KG (Half-Heavyweight);Summer
1976;Judo;Open Category;Summer
1976;Modern Pentath.;Individual Competition;Summer
1976;Modern Pentath.;Team Competition;Summer
1976;Rowing;Coxless Pair (2-);Summer
1976;Rowing;Double Sculls (2X);Summer
1976;Rowing;Eight With Coxswain (8+);Summer
1976;Rowing;Four Without Coxswain (4-);Summer
1976;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1976;Rowing;Pair Without Coxswain (2-);Summer
1976;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1976;Rowing;Quadruple Sculls With Coxswain (4X);Summer
1976;Rowing;Quadruple Sculls Without Coxswain (4X);Summer
1976;Rowing;Single Sculls (1X);Summer
1976;Sailing;470 - Two Person Dinghy;Summer
1976;Sailing;Fleet/Match Race Keelboat Open (Soling);Summer
1976;Sailing;Flying Dutchman;Summer
1976;Sailing;Single-Handed Dinghy (Finn);Summer
1976;Sailing;Tempest;Summer
1976;Sailing;Tornado - Multihull;Summer
1976;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1976;Shooting;50M Pistol (60 Shots);Summer
1976;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1976;Shooting;50M Rifle Prone (60 Shots);Summer
1976;Shooting;50M Running Target (30+30 Shots);Summer
1976;Shooting;Skeet (125 Targets);Summer
1976;Shooting;Trap (125 Targets);Summer
1976;Volleyball;Volleyball;Summer
1976;Weightlifting;- 52KG, Total (Flyweight);Summer
1976;Weightlifting;- 56KG, Total (Bantamweight);Summer
1976;Weightlifting;+ 110KG, Total (Super Heavyweight);Summer
1976;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1976;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1976;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1976;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1976;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1976;Weightlifting;91 - 110KG, Total (Heavyweight);Summer
1976;Wrestling Free.;- 48KG (Light-Flyweight);Summer
1976;Wrestling Free.;+ 100KG (Super Heavyweight);Summer
1976;Wrestling Free.;48 - 52KG (Flyweight);Summer
1976;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1976;Wrestling Free.;57 - 62KG (Featherweight);Summer
1976;Wrestling Free.;62 - 68KG (Lightweight);Summer
1976;Wrestling Free.;68 - 74KG (Welterweight);Summer
1976;Wrestling Free.;74 - 82KG (Middleweight);Summer
1976;Wrestling Free.;82 - 90KG (Light-Heavyweight);Summer
1976;Wrestling Free.;90 - 100KG (Heavyweight);Summer
1976;Wrestling Gre-R;- 48KG (Light-Flyweight);Summer
1976;Wrestling Gre-R;+ 100KG (Super Heavyweight);Summer
1976;Wrestling Gre-R;48 - 52KG (Flyweight);Summer
1976;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1976;Wrestling Gre-R;57 - 62KG (Featherweight);Summer
1976;Wrestling Gre-R;62 - 68KG (Lightweight);Summer
1976;Wrestling Gre-R;68 - 74KG (Welterweight);Summer
1976;Wrestling Gre-R;74 - 82KG (Middleweight);Summer
1976;Wrestling Gre-R;82 - 90KG (Light-Heavyweight);Summer
1976;Wrestling Gre-R;90 - 100KG (Heavyweight);Summer
1980;Diving;10M Platform;Summer
1980;Diving;3M Springboard;Summer
1980;Swimming;100M Backstroke;Summer
1980;Swimming;100M Breaststroke;Summer
1980;Swimming;100M Butterfly;Summer
1980;Swimming;100M Freestyle;Summer
1980;Swimming;1500M Freestyle;Summer
1980;Swimming;200M Backstroke;Summer
1980;Swimming;200M Breaststroke;Summer
1980;Swimming;200M Butterfly;Summer
1980;Swimming;200M Freestyle;Summer
1980;Swimming;400M Freestyle;Summer
1980;Swimming;400M Individual Medley;Summer
1980;Swimming;4X100M Freestyle Relay;Summer
1980;Swimming;4X100M Medley Relay;Summer
1980;Swimming;4X200M Freestyle Relay;Summer
1980;Swimming;800M Freestyle;Summer
1980;Water polo;Water Polo;Summer
1980;Archery;Individual Fita Round;Summer
1980;Athletics;10000M;Summer
1980;Athletics;100M;Summer
1980;Athletics;100M Hurdles;Summer
1980;Athletics;110M Hurdles;Summer
1980;Athletics;1500M;Summer
1980;Athletics;200M;Summer
1980;Athletics;20KM Walk;Summer
1980;Athletics;3000M Steeplechase;Summer
1980;Athletics;400M;Summer
1980;Athletics;400M Hurdles;Summer
1980;Athletics;4X100M Relay;Summer
1980;Athletics;4X400M Relay;Summer
1980;Athletics;5000M;Summer
1980;Athletics;50KM Walk;Summer
1980;Athletics;800M;Summer
1980;Athletics;Decathlon;Summer
1980;Athletics;Discus Throw;Summer
1980;Athletics;Hammer Throw;Summer
1980;Athletics;High Jump;Summer
1980;Athletics;Javelin Throw;Summer
1980;Athletics;Long Jump;Summer
1980;Athletics;Marathon;Summer
1980;Athletics;Pentathlon;Summer
1980;Athletics;Pole Vault;Summer
1980;Athletics;Shot Put;Summer
1980;Athletics;Triple Jump;Summer
1980;Basketball;Basketball;Summer
1980;Boxing;- 48KG (Light-Flyweight);Summer
1980;Boxing;+ 81KG (Heavyweight);Summer
1980;Boxing;48 - 51KG (Flyweight);Summer
1980;Boxing;51 - 54KG (Bantamweight);Summer
1980;Boxing;54 - 57KG (Featherweight);Summer
1980;Boxing;57 - 60KG (Lightweight);Summer
1980;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1980;Boxing;63.5 - 67KG (Welterweight);Summer
1980;Boxing;67 - 71KG (Light-Middleweight);Summer
1980;Boxing;71-75KG;Summer
1980;Boxing;75 - 81KG (Light-Heavyweight);Summer
1980;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1980;Canoe / Kayak F;C-1 500M (Canoe Single);Summer
1980;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1980;Canoe / Kayak F;C-2 500M (Canoe Double);Summer
1980;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1980;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1980;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1980;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1980;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1980;Cycling Road;Individual Road Race;Summer
1980;Cycling Road;Team Time Trial;Summer
1980;Cycling Track;1KM Time Trial;Summer
1980;Cycling Track;Individual Pursuit;Summer
1980;Cycling Track;Sprint Indivual;Summer
1980;Cycling Track;Team Pursuit (4000M);Summer
1980;Dressage;Individual;Summer
1980;Dressage;Team;Summer
1980;Eventing;Individual;Summer
1980;Eventing;Team;Summer
1980;Jumping;Individual;Summer
1980;Jumping;Team;Summer
