ANOOLIMP;NOMEESPORTE;MODALIDADE;TIPOOLIMP
1952;Diving;10M Platform;Summer
1952;Diving;3M Springboard;Summer
1952;Swimming;100M Backstroke;Summer
1952;Swimming;100M Freestyle;Summer
1952;Swimming;1500M Freestyle;Summer
1952;Swimming;200M Breaststroke;Summer
1952;Swimming;400M Freestyle;Summer
1952;Swimming;4X100M Freestyle Relay;Summer
1952;Swimming;4X200M Freestyle Relay;Summer
1952;Water polo;Water Polo;Summer
1952;Athletics;10000M;Summer
1952;Athletics;10000M Walk;Summer
1952;Athletics;100M;Summer
1952;Athletics;110M Hurdles;Summer
1952;Athletics;1500M;Summer
1952;Athletics;200M;Summer
1952;Athletics;3000M Steeplechase;Summer
1952;Athletics;400M;Summer
1952;Athletics;400M Hurdles;Summer
1952;Athletics;4X100M Relay;Summer
1952;Athletics;4X400M Relay;Summer
1952;Athletics;5000M;Summer
1952;Athletics;50KM Walk;Summer
1952;Athletics;800M;Summer
1952;Athletics;80M Hurdles;Summer
1952;Athletics;Decathlon;Summer
1952;Athletics;Discus Throw;Summer
1952;Athletics;Hammer Throw;Summer
1952;Athletics;High Jump;Summer
1952;Athletics;Javelin Throw;Summer
1952;Athletics;Long Jump;Summer
1952;Athletics;Marathon;Summer
1952;Athletics;Pole Vault;Summer
1952;Athletics;Shot Put;Summer
1952;Athletics;Triple Jump;Summer
1952;Basketball;Basketball;Summer
1952;Boxing;- 51KG (Flyweight);Summer
1952;Boxing;+ 81KG (Heavyweight);Summer
1952;Boxing;51 - 54KG (Bantamweight);Summer
1952;Boxing;54 - 57KG (Featherweight);Summer
1952;Boxing;57 - 60KG (Lightweight);Summer
1952;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1952;Boxing;63.5 - 67KG (Welterweight);Summer
1952;Boxing;67 - 71KG (Light-Middleweight);Summer
1952;Boxing;71-75KG;Summer
1952;Boxing;75 - 81KG (Light-Heavyweight);Summer
1952;Canoe / Kayak F;C-1 10000M;Summer
1952;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1952;Canoe / Kayak F;C-2 10000M;Summer
1952;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1952;Canoe / Kayak F;K-1 10000M;Summer
1952;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1952;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1952;Canoe / Kayak F;K-2 10000M;Summer
1952;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1952;Cycling Road;Individual Road Race;Summer
1952;Cycling Road;Team Time Trial;Summer
1952;Cycling Track;1KM Time Trial;Summer
1952;Cycling Track;2000M Tandem;Summer
1952;Cycling Track;Sprint Indivual;Summer
1952;Cycling Track;Team Pursuit (4000M);Summer
1952;Dressage;Individual;Summer
1952;Dressage;Team;Summer
1952;Eventing;Individual;Summer
1952;Eventing;Team;Summer
1952;Jumping;Individual;Summer
1952;Jumping;Team;Summer
1952;Fencing;Épée Individual;Summer
1952;Fencing;Épée Team;Summer
1952;Fencing;Foil Individual;Summer
1952;Fencing;Foil Team;Summer
1952;Fencing;Sabre Individual;Summer
1952;Fencing;Sabre Team;Summer
1952;Football;Football;Summer
1952;Artistic G.;Balance Beam;Summer
1952;Artistic G.;Floor Exercises;Summer
1952;Artistic G.;Horizontal Bar;Summer
1952;Artistic G.;Individual All-Round;Summer
1952;Artistic G.;Parallel Bars;Summer
1952;Artistic G.;Pommel Horse;Summer
1952;Artistic G.;Rings;Summer
1952;Artistic G.;Team Competition;Summer
1952;Artistic G.;Team, Portable Apparatus;Summer
1952;Artistic G.;Uneven Bars;Summer
1952;Artistic G.;Vault;Summer
1952;Hockey;Hockey;Summer
1952;Modern Pentath.;Individual Competition;Summer
1952;Modern Pentath.;Team Competition;Summer
1952;Rowing;Coxless Pair (2-);Summer
1952;Rowing;Double Sculls (2X);Summer
1952;Rowing;Eight With Coxswain (8+);Summer
1952;Rowing;Four Without Coxswain (4-);Summer
1952;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1952;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1952;Rowing;Single Sculls (1X);Summer
1952;Sailing;5.5M;Summer
1952;Sailing;6M;Summer
1952;Sailing;Dragon;Summer
1952;Sailing;Single-Handed Dinghy (Finn);Summer
1952;Sailing;Two-Person Keelboat Open (Star);Summer
1952;Shooting;100M Running Deer, Single/Double Shots;Summer
1952;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1952;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1952;Shooting;50M Pistol (60 Shots);Summer
1952;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1952;Shooting;50M Rifle Prone (60 Shots);Summer
1952;Shooting;Trap (125 Targets);Summer
1952;Weightlifting;- 56KG, Total (Bantamweight);Summer
1952;Weightlifting;+ 90KG, Total (Heavyweight);Summer
1952;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1952;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1952;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1952;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1952;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1952;Wrestling Free.;- 52KG (Flyweight);Summer
1952;Wrestling Free.;+ 87KG (Heavyweight);Summer
1952;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1952;Wrestling Free.;57 - 63KG (Featherweight);Summer
1952;Wrestling Free.;63 - 67KG (Lightweight);Summer
1952;Wrestling Free.;67 - 73KG (Welterweight);Summer
1952;Wrestling Free.;73 - 79KG (Middleweight);Summer
1952;Wrestling Free.;79 - 87KG (Light-Heavyweight);Summer
1952;Wrestling Gre-R;- 52KG (Flyweight);Summer
1952;Wrestling Gre-R;+ 87KG (Super Heavyweight);Summer
1952;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1952;Wrestling Gre-R;57 - 61KG (Featherweight);Summer
1952;Wrestling Gre-R;61 - 67KG (Lightweight);Summer
1952;Wrestling Gre-R;67 - 73KG (Welterweight);Summer
1952;Wrestling Gre-R;73 - 79KG (Middleweight);Summer
1952;Wrestling Gre-R;79 - 87KG (Light-Heavyweight);Summer
1956;Diving;10M Platform;Summer
1956;Diving;3M Springboard;Summer
1956;Swimming;100M Backstroke;Summer
1956;Swimming;100M Butterfly;Summer
1956;Swimming;100M Freestyle;Summer
1956;Swimming;1500M Freestyle;Summer
1956;Swimming;200M Breaststroke;Summer
1956;Swimming;200M Butterfly;Summer
1956;Swimming;400M Freestyle;Summer
1956;Swimming;4X100M Freestyle Relay;Summer
1956;Swimming;4X200M Freestyle Relay;Summer
1956;Water polo;Water Polo;Summer
1956;Athletics;10000M;Summer
1956;Athletics;100M;Summer
1956;Athletics;110M Hurdles;Summer
1956;Athletics;1500M;Summer
1956;Athletics;200M;Summer
1956;Athletics;20KM Walk;Summer
1956;Athletics;3000M Steeplechase;Summer
1956;Athletics;400M;Summer
1956;Athletics;400M Hurdles;Summer
1956;Athletics;4X100M Relay;Summer
1956;Athletics;4X400M Relay;Summer
1956;Athletics;5000M;Summer
1956;Athletics;50KM Walk;Summer
1956;Athletics;800M;Summer
1956;Athletics;80M Hurdles;Summer
1956;Athletics;Decathlon;Summer
1956;Athletics;Discus Throw;Summer
1956;Athletics;Hammer Throw;Summer
1956;Athletics;High Jump;Summer
1956;Athletics;Javelin Throw;Summer
1956;Athletics;Long Jump;Summer
1956;Athletics;Marathon;Summer
1956;Athletics;Pole Vault;Summer
1956;Athletics;Shot Put;Summer
1956;Athletics;Triple Jump;Summer
1956;Basketball;Basketball;Summer
1956;Boxing;- 51KG (Flyweight);Summer
1956;Boxing;+ 81KG (Heavyweight);Summer
1956;Boxing;51 - 54KG (Bantamweight);Summer
1956;Boxing;54 - 57KG (Featherweight);Summer
1956;Boxing;57 - 60KG (Lightweight);Summer
1956;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1956;Boxing;63.5 - 67KG (Welterweight);Summer
1956;Boxing;67 - 71KG (Light-Middleweight);Summer
1956;Boxing;71-75KG;Summer
1956;Boxing;75 - 81KG (Light-Heavyweight);Summer
1956;Canoe / Kayak F;C-1 10000M;Summer
1956;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1956;Canoe / Kayak F;C-2 10000M;Summer
1956;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1956;Canoe / Kayak F;K-1 10000M;Summer
1956;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1956;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1956;Canoe / Kayak F;K-2 10000M;Summer
1956;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1956;Cycling Road;Individual Road Race;Summer
1956;Cycling Road;Team Time Trial;Summer
1956;Cycling Track;1KM Time Trial;Summer
1956;Cycling Track;2000M Tandem;Summer
1956;Cycling Track;Sprint Indivual;Summer
1956;Cycling Track;Team Pursuit (4000M);Summer
1956;Dressage;Individual;Summer
1956;Dressage;Team;Summer
1956;Eventing;Individual;Summer
1956;Eventing;Team;Summer
1956;Jumping;Individual;Summer
1956;Jumping;Team;Summer
1956;Fencing;Épée Individual;Summer
1956;Fencing;Épée Team;Summer
1956;Fencing;Foil Individual;Summer
1956;Fencing;Foil Team;Summer
1956;Fencing;Sabre Individual;Summer
1956;Fencing;Sabre Team;Summer
1956;Football;Football;Summer
1956;Artistic G.;Balance Beam;Summer
1956;Artistic G.;Floor Exercises;Summer
1956;Artistic G.;Horizontal Bar;Summer
1956;Artistic G.;Individual All-Round;Summer
1956;Artistic G.;Parallel Bars;Summer
1956;Artistic G.;Pommel Horse;Summer
1956;Artistic G.;Rings;Summer
1956;Artistic G.;Team Competition;Summer
1956;Artistic G.;Team, Portable Apparatus;Summer
1956;Artistic G.;Uneven Bars;Summer
1956;Artistic G.;Vault;Summer
1956;Hockey;Hockey;Summer
1956;Modern Pentath.;Individual Competition;Summer
1956;Modern Pentath.;Team Competition;Summer
1956;Rowing;Coxless Pair (2-);Summer
1956;Rowing;Double Sculls (2X);Summer
1956;Rowing;Eight With Coxswain (8+);Summer
1956;Rowing;Four Without Coxswain (4-);Summer
1956;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1956;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1956;Rowing;Single Sculls (1X);Summer
1956;Sailing;5.5M;Summer
1956;Sailing;Dragon;Summer
1956;Sailing;Sharpie 12M2;Summer
1956;Sailing;Single-Handed Dinghy (Finn);Summer
1956;Sailing;Two-Person Keelboat Open (Star);Summer
1956;Shooting;100M Running Deer, Single/Double Shots;Summer
1956;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1956;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1956;Shooting;50M Pistol (60 Shots);Summer
1956;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1956;Shooting;50M Rifle Prone (60 Shots);Summer
1956;Shooting;Trap (125 Targets);Summer
1956;Weightlifting;- 56KG, Total (Bantamweight);Summer
1956;Weightlifting;+ 90KG, Total (Heavyweight);Summer
1956;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1956;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1956;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1956;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1956;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1956;Wrestling Free.;- 52KG (Flyweight);Summer
1956;Wrestling Free.;+ 87KG (Heavyweight);Summer
1956;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1956;Wrestling Free.;57 - 63KG (Featherweight);Summer
1956;Wrestling Free.;63 - 67KG (Lightweight);Summer
1956;Wrestling Free.;67 - 73KG (Welterweight);Summer
1956;Wrestling Free.;73 - 79KG (Middleweight);Summer
1956;Wrestling Free.;79 - 87KG (Light-Heavyweight);Summer
1956;Wrestling Gre-R;- 52KG (Flyweight);Summer
1956;Wrestling Gre-R;+ 87KG (Super Heavyweight);Summer
1956;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1956;Wrestling Gre-R;57 - 61KG (Featherweight);Summer
1956;Wrestling Gre-R;61 - 67KG (Lightweight);Summer
1956;Wrestling Gre-R;67 - 73KG (Welterweight);Summer
1956;Wrestling Gre-R;73 - 79KG (Middleweight);Summer
1956;Wrestling Gre-R;79 - 87KG (Light-Heavyweight);Summer
1960;Diving;10M Platform;Summer
1960;Diving;3M Springboard;Summer
1960;Swimming;100M Backstroke;Summer
1960;Swimming;100M Butterfly;Summer
1960;Swimming;100M Freestyle;Summer
1960;Swimming;1500M Freestyle;Summer
1960;Swimming;200M Breaststroke;Summer
1960;Swimming;200M Butterfly;Summer
1960;Swimming;400M Freestyle;Summer
1960;Swimming;4X100M Freestyle Relay;Summer
1960;Swimming;4X100M Medley Relay;Summer
1960;Swimming;4X200M Freestyle Relay;Summer
1960;Water polo;Water Polo;Summer
1960;Athletics;10000M;Summer
1960;Athletics;100M;Summer
1960;Athletics;110M Hurdles;Summer
1960;Athletics;1500M;Summer
1960;Athletics;200M;Summer
1960;Athletics;20KM Walk;Summer
1960;Athletics;3000M Steeplechase;Summer
1960;Athletics;400M;Summer
1960;Athletics;400M Hurdles;Summer
1960;Athletics;4X100M Relay;Summer
1960;Athletics;4X400M Relay;Summer
1960;Athletics;5000M;Summer
1960;Athletics;50KM Walk;Summer
1960;Athletics;800M;Summer
1960;Athletics;80M Hurdles;Summer
1960;Athletics;Decathlon;Summer
1960;Athletics;Discus Throw;Summer
1960;Athletics;Hammer Throw;Summer
1960;Athletics;High Jump;Summer
1960;Athletics;Javelin Throw;Summer
1960;Athletics;Long Jump;Summer
1960;Athletics;Marathon;Summer
1960;Athletics;Pole Vault;Summer
1960;Athletics;Shot Put;Summer
1960;Athletics;Triple Jump;Summer
1960;Basketball;Basketball;Summer
1960;Boxing;- 51KG (Flyweight);Summer
1960;Boxing;+ 81KG (Heavyweight);Summer
1960;Boxing;51 - 54KG (Bantamweight);Summer
1960;Boxing;54 - 57KG (Featherweight);Summer
1960;Boxing;57 - 60KG (Lightweight);Summer
1960;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1960;Boxing;63.5 - 67KG (Welterweight);Summer
1960;Boxing;67 - 71KG (Light-Middleweight);Summer
1960;Boxing;71-75KG;Summer
1960;Boxing;75 - 81KG (Light-Heavyweight);Summer
1960;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1960;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1960;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1960;Canoe / Kayak F;K-1 4X500M;Summer
1960;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1960;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1960;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1960;Cycling Road;Individual Road Race;Summer
1960;Cycling Road;Team Time Trial;Summer
1960;Cycling Track;1KM Time Trial;Summer
1960;Cycling Track;2000M Tandem;Summer
1960;Cycling Track;Sprint Indivual;Summer
1960;Cycling Track;Team Pursuit (4000M);Summer
1960;Dressage;Individual;Summer
1960;Eventing;Individual;Summer
1960;Eventing;Team;Summer
1960;Jumping;Individual;Summer
1960;Jumping;Team;Summer
1960;Fencing;Épée Individual;Summer
1960;Fencing;Épée Team;Summer
1960;Fencing;Foil Individual;Summer
1960;Fencing;Foil Team;Summer
1960;Fencing;Sabre Individual;Summer
1960;Fencing;Sabre Team;Summer
1960;Football;Football;Summer
1960;Artistic G.;Balance Beam;Summer
1960;Artistic G.;Floor Exercises;Summer
1960;Artistic G.;Horizontal Bar;Summer
1960;Artistic G.;Individual All-Round;Summer
1960;Artistic G.;Parallel Bars;Summer
1960;Artistic G.;Pommel Horse;Summer
1960;Artistic G.;Rings;Summer
1960;Artistic G.;Team Competition;Summer
1960;Artistic G.;Uneven Bars;Summer
1960;Artistic G.;Vault;Summer
1960;Hockey;Hockey;Summer
1960;Modern Pentath.;Individual Competition;Summer
1960;Modern Pentath.;Team Competition;Summer
1960;Rowing;Coxless Pair (2-);Summer
1960;Rowing;Double Sculls (2X);Summer
1960;Rowing;Eight With Coxswain (8+);Summer
1960;Rowing;Four Without Coxswain (4-);Summer
1960;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1960;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1960;Rowing;Single Sculls (1X);Summer
1960;Sailing;5.5M;Summer
1960;Sailing;Dragon;Summer
1960;Sailing;Flying Dutchman;Summer
1960;Sailing;Single-Handed Dinghy (Finn);Summer
1960;Sailing;Two-Person Keelboat Open (Star);Summer
1960;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1960;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1960;Shooting;50M Pistol (60 Shots);Summer
1960;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1960;Shooting;50M Rifle Prone (60 Shots);Summer
1960;Shooting;Trap (125 Targets);Summer
1960;Weightlifting;- 56KG, Total (Bantamweight);Summer
1960;Weightlifting;+ 90KG, Total (Heavyweight);Summer
1960;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1960;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1960;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1960;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1960;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1960;Wrestling Free.;- 52KG (Flyweight);Summer
1960;Wrestling Free.;+ 87KG (Heavyweight);Summer
1960;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1960;Wrestling Free.;57 - 63KG (Featherweight);Summer
1960;Wrestling Free.;63 - 67KG (Lightweight);Summer
1960;Wrestling Free.;67 - 73KG (Welterweight);Summer
1960;Wrestling Free.;73 - 79KG (Middleweight);Summer
1960;Wrestling Free.;79 - 87KG (Light-Heavyweight);Summer
1960;Wrestling Gre-R;- 52KG (Flyweight);Summer
1960;Wrestling Gre-R;+ 87KG (Super Heavyweight);Summer
1960;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1960;Wrestling Gre-R;57 - 61KG (Featherweight);Summer
1960;Wrestling Gre-R;61 - 67KG (Lightweight);Summer
1960;Wrestling Gre-R;67 - 73KG (Welterweight);Summer
1960;Wrestling Gre-R;73 - 79KG (Middleweight);Summer
1960;Wrestling Gre-R;79 - 87KG (Light-Heavyweight);Summer
1964;Diving;10M Platform;Summer
1964;Diving;3M Springboard;Summer
1964;Swimming;100M Backstroke;Summer
1964;Swimming;100M Butterfly;Summer
1964;Swimming;100M Freestyle;Summer
1964;Swimming;1500M Freestyle;Summer
1964;Swimming;200M Backstroke;Summer
1964;Swimming;200M Breaststroke;Summer
1964;Swimming;200M Butterfly;Summer
1964;Swimming;400M Freestyle;Summer
1964;Swimming;400M Individual Medley;Summer
1964;Swimming;4X100M Freestyle Relay;Summer
1964;Swimming;4X100M Medley Relay;Summer
1964;Swimming;4X200M Freestyle Relay;Summer
1964;Water polo;Water Polo;Summer
1964;Athletics;10000M;Summer
1964;Athletics;100M;Summer
1964;Athletics;110M Hurdles;Summer
1964;Athletics;1500M;Summer
1964;Athletics;200M;Summer
1964;Athletics;20KM Walk;Summer
1964;Athletics;3000M Steeplechase;Summer
1964;Athletics;400M;Summer
1964;Athletics;400M Hurdles;Summer
1964;Athletics;4X100M Relay;Summer
1964;Athletics;4X400M Relay;Summer
1964;Athletics;5000M;Summer
1964;Athletics;50KM Walk;Summer
1964;Athletics;800M;Summer
1964;Athletics;80M Hurdles;Summer
1964;Athletics;Decathlon;Summer
1964;Athletics;Discus Throw;Summer
1964;Athletics;Hammer Throw;Summer
1964;Athletics;High Jump;Summer
1964;Athletics;Javelin Throw;Summer
1964;Athletics;Long Jump;Summer
1964;Athletics;Marathon;Summer
1964;Athletics;Pentathlon;Summer
1964;Athletics;Pole Vault;Summer
1964;Athletics;Shot Put;Summer
1964;Athletics;Triple Jump;Summer
1964;Basketball;Basketball;Summer
1964;Boxing;- 51KG (Flyweight);Summer
1964;Boxing;+ 81KG (Heavyweight);Summer
1964;Boxing;51 - 54KG (Bantamweight);Summer
1964;Boxing;54 - 57KG (Featherweight);Summer
1964;Boxing;57 - 60KG (Lightweight);Summer
1964;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1964;Boxing;63.5 - 67KG (Welterweight);Summer
1964;Boxing;67 - 71KG (Light-Middleweight);Summer
1964;Boxing;71-75KG;Summer
1964;Boxing;75 - 81KG (Light-Heavyweight);Summer
1964;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1964;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1964;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1964;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1964;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1964;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1964;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1964;Cycling Road;Individual Road Race;Summer
1964;Cycling Road;Team Time Trial;Summer
1964;Cycling Track;1KM Time Trial;Summer
1964;Cycling Track;2000M Tandem;Summer
1964;Cycling Track;Individual Pursuit;Summer
1964;Cycling Track;Sprint Indivual;Summer
1964;Cycling Track;Team Pursuit (4000M);Summer
1964;Dressage;Individual;Summer
1964;Dressage;Team;Summer
1964;Eventing;Individual;Summer
1964;Eventing;Team;Summer
1964;Jumping;Individual;Summer
1964;Jumping;Team;Summer
1964;Fencing;Épée Individual;Summer
1964;Fencing;Épée Team;Summer
1964;Fencing;Foil Individual;Summer
1964;Fencing;Foil Team;Summer
1964;Fencing;Sabre Individual;Summer
1964;Fencing;Sabre Team;Summer
1964;Football;Football;Summer
1964;Artistic G.;Balance Beam;Summer
1964;Artistic G.;Floor Exercises;Summer
1964;Artistic G.;Horizontal Bar;Summer
1964;Artistic G.;Individual All-Round;Summer
1964;Artistic G.;Parallel Bars;Summer
1964;Artistic G.;Pommel Horse;Summer
1964;Artistic G.;Rings;Summer
1964;Artistic G.;Team Competition;Summer
1964;Artistic G.;Uneven Bars;Summer
1964;Artistic G.;Vault;Summer
1964;Hockey;Hockey;Summer
1964;Judo;- 68KG (Lightweight);Summer
1964;Judo;+ 80KG (Heavyweight);Summer
1964;Judo;68 - 80KG (Middleweight);Summer
1964;Judo;Open Category;Summer
1964;Modern Pentath.;Individual Competition;Summer
1964;Modern Pentath.;Team Competition;Summer
1964;Rowing;Coxless Pair (2-);Summer
1964;Rowing;Double Sculls (2X);Summer
1964;Rowing;Eight With Coxswain (8+);Summer
1964;Rowing;Four Without Coxswain (4-);Summer
1964;Rowing;Four-Oared Shell With Coxswain (4-);Summer
1964;Rowing;Pair-Oared Shell With Coxswain (2+);Summer
1964;Rowing;Single Sculls (1X);Summer
1964;Sailing;5.5M;Summer
1964;Sailing;Dragon;Summer
1964;Sailing;Flying Dutchman;Summer
1964;Sailing;Single-Handed Dinghy (Finn);Summer
1964;Sailing;Two-Person Keelboat Open (Star);Summer
1964;Shooting;25M Rapid Fire Pistol (60 Shots);Summer
1964;Shooting;300M Free Rifle 3 Positions (3X40 Shots);Summer
1964;Shooting;50M Pistol (60 Shots);Summer
1964;Shooting;50M Rifle 3 Positions (3X40 Shots);Summer
1964;Shooting;50M Rifle Prone (60 Shots);Summer
1964;Shooting;Trap (125 Targets);Summer
1964;Volleyball;Volleyball;Summer
1964;Weightlifting;- 56KG, Total (Bantamweight);Summer
1964;Weightlifting;+ 90KG, Total (Heavyweight);Summer
1964;Weightlifting;56 - 60KG, Total (Featherweight);Summer
1964;Weightlifting;60 - 67.5KG, Total (Lightweight);Summer
1964;Weightlifting;67.5 - 75KG, Total (Middleweight);Summer
1964;Weightlifting;75 - 82.5KG, Total (Light-Heavyweight);Summer
1964;Weightlifting;82.5 - 90KG, Total (Middle-Heavyweight);Summer
1964;Wrestling Free.;- 52KG (Flyweight);Summer
1964;Wrestling Free.;+ 97KG (Heavyweight);Summer
1964;Wrestling Free.;52 - 57KG (Bantamweight);Summer
1964;Wrestling Free.;57 - 63KG (Featherweight);Summer
1964;Wrestling Free.;63 - 70KG (Lightweight);Summer
1964;Wrestling Free.;70 - 78KG (Welterweight);Summer
1964;Wrestling Free.;78 - 87KG (Middleweight);Summer
1964;Wrestling Free.;87 - 97KG (Light-Heavyweight);Summer
1964;Wrestling Gre-R;- 52KG (Flyweight);Summer
1964;Wrestling Gre-R;+ 97KG (Super Heavyweight);Summer
1964;Wrestling Gre-R;52 - 57KG (Bantamweight);Summer
1964;Wrestling Gre-R;57 - 63KG (Featherweight);Summer
1964;Wrestling Gre-R;63 - 70KG (Lightweight);Summer
1964;Wrestling Gre-R;70 - 78KG (Welterweight);Summer
1964;Wrestling Gre-R;78 - 87KG (Middleweight);Summer
1964;Wrestling Gre-R;87 - 97KG (Light-Heavyweight);Summer
1968;Diving;10M Platform;Summer
1968;Diving;3M Springboard;Summer
1968;Swimming;100M Backstroke;Summer
1968;Swimming;100M Breaststroke;Summer
1968;Swimming;100M Butterfly;Summer
1968;Swimming;100M Freestyle;Summer
1968;Swimming;1500M Freestyle;Summer
1968;Swimming;200M Backstroke;Summer
1968;Swimming;200M Breaststroke;Summer
1968;Swimming;200M Butterfly;Summer
1968;Swimming;200M Freestyle;Summer
1968;Swimming;200M Individual Medley;Summer
1968;Swimming;400M Freestyle;Summer
1968;Swimming;400M Individual Medley;Summer
1968;Swimming;4X100M Freestyle Relay;Summer
1968;Swimming;4X100M Medley Relay;Summer
1968;Swimming;4X200M Freestyle Relay;Summer
1968;Swimming;800M Freestyle;Summer
1968;Water polo;Water Polo;Summer
1968;Athletics;10000M;Summer
1968;Athletics;100M;Summer
1968;Athletics;110M Hurdles;Summer
1968;Athletics;1500M;Summer
1968;Athletics;200M;Summer
1968;Athletics;20KM Walk;Summer
1968;Athletics;3000M Steeplechase;Summer
1968;Athletics;400M;Summer
1968;Athletics;400M Hurdles;Summer
1968;Athletics;4X100M Relay;Summer
1968;Athletics;4X400M Relay;Summer
1968;Athletics;5000M;Summer
1968;Athletics;50KM Walk;Summer
1968;Athletics;800M;Summer
1968;Athletics;80M Hurdles;Summer
1968;Athletics;Decathlon;Summer
1968;Athletics;Discus Throw;Summer
1968;Athletics;Hammer Throw;Summer
1968;Athletics;High Jump;Summer
1968;Athletics;Javelin Throw;Summer
1968;Athletics;Long Jump;Summer
1968;Athletics;Marathon;Summer
1968;Athletics;Pentathlon;Summer
1968;Athletics;Pole Vault;Summer
1968;Athletics;Shot Put;Summer
1968;Athletics;Triple Jump;Summer
1968;Basketball;Basketball;Summer
1968;Boxing;- 48KG (Light-Flyweight);Summer
1968;Boxing;+ 81KG (Heavyweight);Summer
1968;Boxing;48 - 51KG (Flyweight);Summer
1968;Boxing;51 - 54KG (Bantamweight);Summer
1968;Boxing;54 - 57KG (Featherweight);Summer
1968;Boxing;57 - 60KG (Lightweight);Summer
1968;Boxing;60 - 63.5KG (Light-Welterweight);Summer
1968;Boxing;63.5 - 67KG (Welterweight);Summer
1968;Boxing;67 - 71KG (Light-Middleweight);Summer
1968;Boxing;71-75KG;Summer
1968;Boxing;75 - 81KG (Light-Heavyweight);Summer
1968;Canoe / Kayak F;C-1 1000M (Canoe Single);Summer
1968;Canoe / Kayak F;C-2 1000M (Canoe Double);Summer
1968;Canoe / Kayak F;K-1 1000M (Kayak Single);Summer
1968;Canoe / Kayak F;K-1 500M (Kayak Single);Summer
1968;Canoe / Kayak F;K-2 1000M (Kayak Double);Summer
1968;Canoe / Kayak F;K-2 500M (Kayak Double);Summer
1968;Canoe / Kayak F;K-4 1000M (Kayak Four);Summer
1968;Cycling Road;Individual Road Race;Summer
